t_id,emocion,tiempo_recogida,fecha_hora
Training_11262281.jpg,angry,531,2022-09-23 10:00:00
Training_11275727.jpg,angry,664,2022-09-28 23:00:00
Training_1127865.jpg,angry,643,2022-09-28 02:00:00
Training_11292723.jpg,angry,260,2022-09-12 03:00:00
Training_11306820.jpg,angry,69,2022-09-04 04:00:00
Training_11319077.jpg,angry,67,2022-09-04 02:00:00
Training_11330391.jpg,angry,507,2022-09-22 10:00:00
Training_1133567.jpg,angry,623,2022-09-27 06:00:00
Training_11350676.jpg,angry,59,2022-09-03 18:00:00
Training_11359731.jpg,angry,707,2022-09-30 18:00:00
Training_11393282.jpg,angry,571,2022-09-25 02:00:00
Training_11478843.jpg,angry,574,2022-09-25 05:00:00
Training_11533347.jpg,angry,44,2022-09-03 03:00:00
Training_11566408.jpg,angry,414,2022-09-18 13:00:00
Training_11571868.jpg,angry,25,2022-09-02 08:00:00
Training_11576563.jpg,angry,452,2022-09-20 03:00:00
Training_11579481.jpg,angry,46,2022-09-03 05:00:00
Training_11596465.jpg,angry,333,2022-09-15 04:00:00
Training_11666027.jpg,angry,485,2022-09-21 12:00:00
Training_11666709.jpg,angry,106,2022-09-05 17:00:00
Training_11713762.jpg,angry,509,2022-09-22 12:00:00
Training_1173634.jpg,angry,334,2022-09-15 05:00:00
Training_11745938.jpg,angry,214,2022-09-10 05:00:00
Training_11749309.jpg,angry,5,2022-09-01 12:00:00
Training_11769417.jpg,,647,2022-09-28 06:00:00
Training_11769870.jpg,angry,467,2022-09-20 18:00:00
Training_11770015.jpg,angry,391,2022-09-17 14:00:00
Training_11808005.jpg,angry,358,2022-09-16 05:00:00
Training_11820572.jpg,angry,634,2022-09-27 17:00:00
Training_1184435.jpg,angry,506,2022-09-22 09:00:00
Training_11860503.jpg,angry,340,2022-09-15 11:00:00
Training_11888118.jpg,angry,289,2022-09-13 08:00:00
Training_11917747.jpg,angry,449,2022-09-20 00:00:00
Training_1193977.jpg,angry,136,2022-09-06 23:00:00
Training_11940623.jpg,angry,704,2022-09-30 15:00:00
Training_11947615.jpg,angry,22,2022-09-02 05:00:00
Training_11954904.jpg,angry,680,2022-09-29 15:00:00
Training_11983206.jpg,angry,558,2022-09-24 13:00:00
Training_11990539.jpg,angry,689,2022-09-30 00:00:00
Training_12006812.jpg,angry,709,2022-09-30 20:00:00
Training_12017013.jpg,angry,323,2022-09-14 18:00:00
Training_12037449.jpg,angry,562,2022-09-24 17:00:00
Training_12045034.jpg,angry,717,2022-10-01 04:00:00
Training_12075336.jpg,angry,555,2022-09-24 10:00:00
Training_12091917.jpg,angry,480,2022-09-21 07:00:00
Training_12095508.jpg,angry,56,2022-09-03 15:00:00
Training_12095988.jpg,angry,189,2022-09-09 04:00:00
Training_12148960.jpg,angry,97,2022-09-05 08:00:00
Training_12155031.jpg,angry,239,2022-09-11 06:00:00
Training_12168970.jpg,angry,632,2022-09-27 15:00:00
Training_12172696.jpg,angry,251,2022-09-11 18:00:00
Training_12175445.jpg,angry,312,2022-09-14 07:00:00
Training_12216843.jpg,angry,290,2022-09-13 09:00:00
Training_12250673.jpg,angry,298,2022-09-13 17:00:00
Training_12295489.jpg,angry,5,2022-09-01 12:00:00
Training_12383687.jpg,angry,114,2022-09-06 01:00:00
Training_12391352.jpg,angry,555,2022-09-24 10:00:00
Training_12407292.jpg,angry,652,2022-09-28 11:00:00
Training_12409483.jpg,angry,500,2022-09-22 03:00:00
Training_12450586.jpg,angry,261,2022-09-12 04:00:00
Training_12469031.jpg,angry,186,2022-09-09 01:00:00
Training_12513174.jpg,angry,292,2022-09-13 11:00:00
Training_12524483.jpg,angry,318,2022-09-14 13:00:00
Training_12565431.jpg,angry,383,2022-09-17 06:00:00
Training_12604769.jpg,angry,250,2022-09-11 17:00:00
Training_12661221.jpg,angry,705,2022-09-30 16:00:00
Training_12675274.jpg,angry,275,2022-09-12 18:00:00
Training_12686673.jpg,angry,539,2022-09-23 18:00:00
Training_12695814.jpg,angry,657,2022-09-28 16:00:00
Training_12775696.jpg,angry,81,2022-09-04 16:00:00
Training_12776681.jpg,angry,570,2022-09-25 01:00:00
Training_12812647.jpg,angry,657,2022-09-28 16:00:00
Training_12837353.jpg,angry,391,2022-09-17 14:00:00
Training_12861782.jpg,angry,244,2022-09-11 11:00:00
Training_12890896.jpg,angry,502,2022-09-22 05:00:00
Training_1294170.jpg,angry,631,2022-09-27 14:00:00
Training_12961021.jpg,angry,640,2022-09-27 23:00:00
Training_12974019.jpg,angry,491,2022-09-21 18:00:00
Training_13039915.jpg,angry,178,2022-09-08 17:00:00
Training_13040296.jpg,angry,58,2022-09-03 17:00:00
Training_13043913.jpg,angry,690,2022-09-30 01:00:00
Training_13064272.jpg,angry,676,2022-09-29 11:00:00
Training_13081843.jpg,angry,177,2022-09-08 16:00:00
Training_13145953.jpg,angry,108,2022-09-05 19:00:00
Training_13196511.jpg,angry,73,2022-09-04 08:00:00
Training_13202061.jpg,angry,548,2022-09-24 03:00:00
Training_13221971.jpg,angry,171,2022-09-08 10:00:00
Training_13282534.jpg,angry,630,2022-09-27 13:00:00
Training_1329550.jpg,angry,158,2022-09-07 21:00:00
Training_13304793.jpg,angry,506,2022-09-22 09:00:00
Training_13325591.jpg,angry,362,2022-09-16 09:00:00
Training_13489272.jpg,angry,280,2022-09-12 23:00:00
Training_13521344.jpg,angry,719,2022-10-01 06:00:00
Training_13605605.jpg,angry,350,2022-09-15 21:00:00
Training_13607820.jpg,angry,596,2022-09-26 03:00:00
Training_13644751.jpg,angry,707,2022-09-30 18:00:00
Training_13659242.jpg,angry,470,2022-09-20 21:00:00
Training_13677471.jpg,angry,492,2022-09-21 19:00:00
Training_13689420.jpg,angry,627,2022-09-27 10:00:00
Training_13742442.jpg,angry,269,2022-09-12 12:00:00
Training_13772540.jpg,angry,323,2022-09-14 18:00:00
Training_13782684.jpg,angry,295,2022-09-13 14:00:00
Training_13790669.jpg,angry,430,2022-09-19 05:00:00
Training_13852029.jpg,angry,227,2022-09-10 18:00:00
Training_13874420.jpg,angry,553,2022-09-24 08:00:00
Training_13898081.jpg,angry,249,2022-09-11 16:00:00
Training_13917123.jpg,angry,94,2022-09-05 05:00:00
Training_13919685.jpg,angry,109,2022-09-05 20:00:00
Training_13965818.jpg,angry,9,2022-09-01 16:00:00
Training_13976691.jpg,angry,213,2022-09-10 04:00:00
Training_13994952.jpg,angry,440,2022-09-19 15:00:00
Training_13997003.jpg,angry,559,2022-09-24 14:00:00
Training_14051560.jpg,angry,152,2022-09-07 15:00:00
Training_14054767.jpg,angry,550,2022-09-24 05:00:00
Training_14056996.jpg,angry,213,2022-09-10 04:00:00
Training_1409194.jpg,angry,68,2022-09-04 03:00:00
Training_14110796.jpg,angry,176,2022-09-08 15:00:00
Training_14118986.jpg,angry,92,2022-09-05 03:00:00
Training_14119944.jpg,angry,454,2022-09-20 05:00:00
Training_14151520.jpg,angry,446,2022-09-19 21:00:00
Training_14169607.jpg,angry,381,2022-09-17 04:00:00
Training_14215476.jpg,angry,390,2022-09-17 13:00:00
Training_14226893.jpg,angry,698,2022-09-30 09:00:00
Training_14227929.jpg,angry,237,2022-09-11 04:00:00
Training_1424656.jpg,angry,443,2022-09-19 18:00:00
Training_14248179.jpg,angry,296,2022-09-13 15:00:00
Training_14248217.jpg,angry,592,2022-09-25 23:00:00
Training_1426440.jpg,angry,549,2022-09-24 04:00:00
Training_14291798.jpg,angry,77,2022-09-04 12:00:00
Training_14296537.jpg,angry,156,2022-09-07 19:00:00
Training_143373.jpg,angry,6,2022-09-01 13:00:00
Training_14340905.jpg,angry,68,2022-09-04 03:00:00
Training_14342315.jpg,angry,514,2022-09-22 17:00:00
Training_14383356.jpg,angry,264,2022-09-12 07:00:00
Training_14399797.jpg,angry,296,2022-09-13 15:00:00
Training_14417147.jpg,angry,172,2022-09-08 11:00:00
Training_14485990.jpg,angry,603,2022-09-26 10:00:00
Training_14503064.jpg,angry,420,2022-09-18 19:00:00
Training_14519925.jpg,angry,586,2022-09-25 17:00:00
Training_14525872.jpg,angry,332,2022-09-15 03:00:00
Training_14530363.jpg,angry,456,2022-09-20 07:00:00
Training_14532305.jpg,angry,677,2022-09-29 12:00:00
Training_14566179.jpg,angry,185,2022-09-09 00:00:00
Training_14570127.jpg,angry,636,2022-09-27 19:00:00
Training_14588902.jpg,angry,184,2022-09-08 23:00:00
Training_14619449.jpg,angry,327,2022-09-14 22:00:00
Training_14621559.jpg,angry,63,2022-09-03 22:00:00
Training_14636525.jpg,angry,60,2022-09-03 19:00:00
Training_14641612.jpg,angry,592,2022-09-25 23:00:00
Training_14690040.jpg,angry,197,2022-09-09 12:00:00
Training_14692406.jpg,angry,250,2022-09-11 17:00:00
Training_14713134.jpg,angry,77,2022-09-04 12:00:00
Training_14754797.jpg,angry,66,2022-09-04 01:00:00
Training_1477608.jpg,angry,41,2022-09-03 00:00:00
Training_14776502.jpg,angry,341,2022-09-15 12:00:00
Training_14820944.jpg,angry,694,2022-09-30 05:00:00
Training_14823194.jpg,angry,431,2022-09-19 06:00:00
Training_14830141.jpg,angry,408,2022-09-18 07:00:00
Training_14848707.jpg,angry,314,2022-09-14 09:00:00
Training_14849067.jpg,angry,483,2022-09-21 10:00:00
Training_14869777.jpg,angry,122,2022-09-06 09:00:00
Training_14883276.jpg,angry,38,2022-09-02 21:00:00
Training_14909933.jpg,angry,166,2022-09-08 05:00:00
Training_14918881.jpg,angry,25,2022-09-02 08:00:00
Training_14954004.jpg,angry,177,2022-09-08 16:00:00
Training_14976970.jpg,angry,202,2022-09-09 17:00:00
Training_1500617.jpg,angry,263,2022-09-12 06:00:00
Training_15058314.jpg,angry,164,2022-09-08 03:00:00
Training_15081195.jpg,angry,709,2022-09-30 20:00:00
Training_15108206.jpg,angry,45,2022-09-03 04:00:00
Training_15127879.jpg,angry,6,2022-09-01 13:00:00
Training_15150679.jpg,angry,233,2022-09-11 00:00:00
Training_15197146.jpg,angry,579,2022-09-25 10:00:00
Training_15272626.jpg,angry,284,2022-09-13 03:00:00
Training_15311033.jpg,angry,437,2022-09-19 12:00:00
Training_15337964.jpg,angry,462,2022-09-20 13:00:00
Training_1534315.jpg,angry,405,2022-09-18 04:00:00
Training_15343190.jpg,angry,697,2022-09-30 08:00:00
Training_15351749.jpg,angry,208,2022-09-09 23:00:00
Training_15361067.jpg,angry,180,2022-09-08 19:00:00
Training_15429801.jpg,angry,654,2022-09-28 13:00:00
Training_15433316.jpg,angry,488,2022-09-21 15:00:00
Training_15458095.jpg,angry,36,2022-09-02 19:00:00
Training_15462493.jpg,angry,313,2022-09-14 08:00:00
Training_15466417.jpg,angry,221,2022-09-10 12:00:00
Training_15469459.jpg,angry,48,2022-09-03 07:00:00
Training_15483013.jpg,angry,366,2022-09-16 13:00:00
Training_15484575.jpg,angry,229,2022-09-10 20:00:00
Training_15496677.jpg,angry,638,2022-09-27 21:00:00
Training_15498699.jpg,angry,538,2022-09-23 17:00:00
Training_15512449.jpg,angry,66,2022-09-04 01:00:00
Training_1553426.jpg,angry,326,2022-09-14 21:00:00
Training_15570158.jpg,angry,83,2022-09-04 18:00:00
Training_1559786.jpg,angry,432,2022-09-19 07:00:00
Training_15651444.jpg,angry,57,2022-09-03 16:00:00
Training_15653607.jpg,angry,24,2022-09-02 07:00:00
Training_15671299.jpg,angry,550,2022-09-24 05:00:00
Training_15693625.jpg,angry,135,2022-09-06 22:00:00
Training_15729526.jpg,angry,44,2022-09-03 03:00:00
Training_15752571.jpg,angry,145,2022-09-07 08:00:00
Training_15784307.jpg,angry,239,2022-09-11 06:00:00
Training_15794224.jpg,angry,369,2022-09-16 16:00:00
Training_15799535.jpg,angry,590,2022-09-25 21:00:00
Training_15812721.jpg,angry,211,2022-09-10 02:00:00
Training_15848209.jpg,angry,363,2022-09-16 10:00:00
Training_1589886.jpg,angry,188,2022-09-09 03:00:00
Training_15933141.jpg,angry,298,2022-09-13 17:00:00
Training_15990816.jpg,angry,424,2022-09-18 23:00:00
Training_16024594.jpg,angry,595,2022-09-26 02:00:00
Training_16052786.jpg,angry,9,2022-09-01 16:00:00
Training_16057513.jpg,angry,243,2022-09-11 10:00:00
Training_16084063.jpg,angry,544,2022-09-23 23:00:00
Training_16124846.jpg,angry,647,2022-09-28 06:00:00
Training_16148999.jpg,angry,300,2022-09-13 19:00:00
Training_161824.jpg,angry,648,2022-09-28 07:00:00
Training_16211575.jpg,angry,16,2022-09-01 23:00:00
Training_16232328.jpg,angry,384,2022-09-17 07:00:00
Training_16259740.jpg,angry,215,2022-09-10 06:00:00
Training_16288109.jpg,angry,537,2022-09-23 16:00:00
Training_16288280.jpg,angry,704,2022-09-30 15:00:00
Training_16305966.jpg,angry,367,2022-09-16 14:00:00
Training_16322300.jpg,angry,475,2022-09-21 02:00:00
Training_16376025.jpg,angry,313,2022-09-14 08:00:00
Training_16385944.jpg,angry,233,2022-09-11 00:00:00
Training_16439151.jpg,angry,664,2022-09-28 23:00:00
Training_1648016.jpg,angry,389,2022-09-17 12:00:00
Training_16492100.jpg,angry,481,2022-09-21 08:00:00
Training_16526420.jpg,angry,531,2022-09-23 10:00:00
Training_16527960.jpg,angry,539,2022-09-23 18:00:00
Training_16533492.jpg,angry,584,2022-09-25 15:00:00
Training_16538275.jpg,angry,319,2022-09-14 14:00:00
Training_16559108.jpg,angry,677,2022-09-29 12:00:00
Training_16567582.jpg,angry,243,2022-09-11 10:00:00
Training_16585392.jpg,angry,585,2022-09-25 16:00:00
Training_16591786.jpg,angry,654,2022-09-28 13:00:00
Training_16594897.jpg,angry,635,2022-09-27 18:00:00
Training_16615632.jpg,angry,285,2022-09-13 04:00:00
Training_16622790.jpg,angry,156,2022-09-07 19:00:00
Training_16636429.jpg,angry,431,2022-09-19 06:00:00
Training_16695193.jpg,angry,462,2022-09-20 13:00:00
Training_16728602.jpg,angry,319,2022-09-14 14:00:00
Training_16734586.jpg,angry,175,2022-09-08 14:00:00
Training_16765414.jpg,angry,276,2022-09-12 19:00:00
Training_1677103.jpg,angry,416,2022-09-18 15:00:00
Training_16780637.jpg,angry,419,2022-09-18 18:00:00
Training_16813100.jpg,angry,97,2022-09-05 08:00:00
Training_16824041.jpg,angry,583,2022-09-25 14:00:00
Training_16828779.jpg,angry,110,2022-09-05 21:00:00
Training_16830053.jpg,angry,209,2022-09-10 00:00:00
Training_16844918.jpg,angry,81,2022-09-04 16:00:00
Training_16863168.jpg,angry,126,2022-09-06 13:00:00
Training_16882248.jpg,angry,271,2022-09-12 14:00:00
Training_16902014.jpg,angry,317,2022-09-14 12:00:00
Training_16968141.jpg,angry,97,2022-09-05 08:00:00
Training_16971260.jpg,angry,510,2022-09-22 13:00:00
Training_17026096.jpg,angry,199,2022-09-09 14:00:00
Training_1705134.jpg,angry,285,2022-09-13 04:00:00
Training_17067471.jpg,angry,328,2022-09-14 23:00:00
Training_17114283.jpg,angry,619,2022-09-27 02:00:00
Training_17188430.jpg,angry,426,2022-09-19 01:00:00
Training_17201713.jpg,,143,2022-09-07 06:00:00
Training_17207698.jpg,angry,551,2022-09-24 06:00:00
Training_17244297.jpg,angry,365,2022-09-16 12:00:00
Training_17258244.jpg,angry,51,2022-09-03 10:00:00
Training_17316378.jpg,angry,308,2022-09-14 03:00:00
Training_17363681.jpg,angry,304,2022-09-13 23:00:00
Training_17363830.jpg,angry,156,2022-09-07 19:00:00
Training_17385604.jpg,angry,13,2022-09-01 20:00:00
Training_17389803.jpg,angry,371,2022-09-16 18:00:00
Training_17399121.jpg,angry,175,2022-09-08 14:00:00
Training_1741870.jpg,angry,431,2022-09-19 06:00:00
Training_17427197.jpg,angry,11,2022-09-01 18:00:00
Training_17428065.jpg,angry,639,2022-09-27 22:00:00
Training_17437121.jpg,angry,616,2022-09-26 23:00:00
Training_17448768.jpg,angry,487,2022-09-21 14:00:00
Training_17450738.jpg,angry,491,2022-09-21 18:00:00
Training_17510075.jpg,angry,154,2022-09-07 17:00:00
Training_175233.jpg,angry,587,2022-09-25 18:00:00
Training_17526342.jpg,angry,554,2022-09-24 09:00:00
Training_17526951.jpg,angry,620,2022-09-27 03:00:00
Training_17561724.jpg,angry,662,2022-09-28 21:00:00
Training_17588102.jpg,angry,191,2022-09-09 06:00:00
Training_17600441.jpg,angry,698,2022-09-30 09:00:00
Training_17608684.jpg,angry,633,2022-09-27 16:00:00
Training_17664633.jpg,angry,32,2022-09-02 15:00:00
Training_17667401.jpg,angry,18,2022-09-02 01:00:00
Training_17682275.jpg,angry,378,2022-09-17 01:00:00
Training_17690552.jpg,angry,112,2022-09-05 23:00:00
Training_17702322.jpg,angry,618,2022-09-27 01:00:00
Training_17775115.jpg,angry,16,2022-09-01 23:00:00
Training_17796854.jpg,angry,331,2022-09-15 02:00:00
Training_1779888.jpg,angry,452,2022-09-20 03:00:00
Training_17825044.jpg,angry,400,2022-09-17 23:00:00
Training_178362.jpg,angry,282,2022-09-13 01:00:00
Training_17861397.jpg,angry,174,2022-09-08 13:00:00
Training_17869141.jpg,angry,281,2022-09-13 00:00:00
Training_17871246.jpg,angry,41,2022-09-03 00:00:00
Training_17871635.jpg,angry,719,2022-10-01 06:00:00
Training_17902383.jpg,angry,30,2022-09-02 13:00:00
Training_17907423.jpg,angry,690,2022-09-30 01:00:00
Training_1791860.jpg,angry,164,2022-09-08 03:00:00
Training_17946627.jpg,angry,559,2022-09-24 14:00:00
Training_17977606.jpg,angry,636,2022-09-27 19:00:00
Training_1797833.jpg,angry,177,2022-09-08 16:00:00
Training_18012086.jpg,angry,674,2022-09-29 09:00:00
Training_18058034.jpg,angry,485,2022-09-21 12:00:00
Training_18096819.jpg,angry,148,2022-09-07 11:00:00
Training_18101749.jpg,angry,541,2022-09-23 20:00:00
Training_18152779.jpg,angry,368,2022-09-16 15:00:00
Training_18167782.jpg,angry,609,2022-09-26 16:00:00
Training_18174853.jpg,angry,694,2022-09-30 05:00:00
Training_18200194.jpg,angry,681,2022-09-29 16:00:00
Training_18219531.jpg,angry,594,2022-09-26 01:00:00
Training_18270369.jpg,angry,620,2022-09-27 03:00:00
Training_18384206.jpg,angry,48,2022-09-03 07:00:00
Training_18403526.jpg,angry,711,2022-09-30 22:00:00
Training_18424991.jpg,angry,647,2022-09-28 06:00:00
Training_18437561.jpg,angry,152,2022-09-07 15:00:00
Training_18460889.jpg,angry,97,2022-09-05 08:00:00
Training_18468344.jpg,angry,279,2022-09-12 22:00:00
Training_18473098.jpg,angry,28,2022-09-02 11:00:00
Training_18498178.jpg,angry,17,2022-09-02 00:00:00
Training_18529397.jpg,angry,551,2022-09-24 06:00:00
Training_1854333.jpg,angry,690,2022-09-30 01:00:00
Training_18579411.jpg,angry,281,2022-09-13 00:00:00
Training_18615787.jpg,angry,366,2022-09-16 13:00:00
Training_18622081.jpg,angry,101,2022-09-05 12:00:00
Training_18633212.jpg,angry,539,2022-09-23 18:00:00
Training_18649259.jpg,angry,660,2022-09-28 19:00:00
Training_18679815.jpg,angry,237,2022-09-11 04:00:00
Training_18687003.jpg,angry,174,2022-09-08 13:00:00
Training_18688703.jpg,angry,311,2022-09-14 06:00:00
Training_18699711.jpg,angry,373,2022-09-16 20:00:00
Training_18714040.jpg,angry,601,2022-09-26 08:00:00
Training_18766042.jpg,angry,502,2022-09-22 05:00:00
Training_18769667.jpg,angry,423,2022-09-18 22:00:00
Training_18775545.jpg,angry,279,2022-09-12 22:00:00
Training_18793535.jpg,angry,573,2022-09-25 04:00:00
Training_18806679.jpg,angry,43,2022-09-03 02:00:00
Training_18818880.jpg,angry,89,2022-09-05 00:00:00
Training_18829072.jpg,angry,98,2022-09-05 09:00:00
Training_18833065.jpg,angry,316,2022-09-14 11:00:00
Training_1886687.jpg,angry,471,2022-09-20 22:00:00
Training_18873605.jpg,angry,701,2022-09-30 12:00:00
Training_18888080.jpg,angry,76,2022-09-04 11:00:00
Training_18894040.jpg,angry,183,2022-09-08 22:00:00
Training_18926048.jpg,angry,594,2022-09-26 01:00:00
Training_18966100.jpg,angry,10,2022-09-01 17:00:00
Training_18972883.jpg,angry,46,2022-09-03 05:00:00
Training_18995850.jpg,angry,131,2022-09-06 18:00:00
Training_19037832.jpg,angry,373,2022-09-16 20:00:00
Training_19060950.jpg,angry,601,2022-09-26 08:00:00
Training_19103814.jpg,angry,581,2022-09-25 12:00:00
Training_19104128.jpg,angry,140,2022-09-07 03:00:00
Training_19153111.jpg,angry,83,2022-09-04 18:00:00
Training_19214465.jpg,angry,112,2022-09-05 23:00:00
Training_19226789.jpg,angry,15,2022-09-01 22:00:00
Training_1924056.jpg,angry,484,2022-09-21 11:00:00
Training_19259158.jpg,angry,660,2022-09-28 19:00:00
Training_19280895.jpg,angry,210,2022-09-10 01:00:00
Training_19282935.jpg,angry,540,2022-09-23 19:00:00
Training_19295001.jpg,angry,678,2022-09-29 13:00:00
Training_19316238.jpg,angry,619,2022-09-27 02:00:00
Training_19321092.jpg,angry,406,2022-09-18 05:00:00
Training_1934096.jpg,angry,439,2022-09-19 14:00:00
Training_19345091.jpg,angry,343,2022-09-15 14:00:00
Training_19370670.jpg,angry,434,2022-09-19 09:00:00
Training_19401825.jpg,angry,678,2022-09-29 13:00:00
Training_19418971.jpg,angry,170,2022-09-08 09:00:00
Training_1942570.jpg,angry,472,2022-09-20 23:00:00
Training_19426501.jpg,angry,350,2022-09-15 21:00:00
Training_19429243.jpg,angry,696,2022-09-30 07:00:00
Training_19436967.jpg,angry,249,2022-09-11 16:00:00
Training_19437515.jpg,angry,391,2022-09-17 14:00:00
Training_19503940.jpg,angry,357,2022-09-16 04:00:00
Training_1951293.jpg,angry,67,2022-09-04 02:00:00
Training_19521391.jpg,angry,595,2022-09-26 02:00:00
Training_19565840.jpg,angry,549,2022-09-24 04:00:00
Training_19568389.jpg,angry,489,2022-09-21 16:00:00
Training_19573652.jpg,angry,615,2022-09-26 22:00:00
Training_19578975.jpg,angry,118,2022-09-06 05:00:00
Training_19595003.jpg,angry,78,2022-09-04 13:00:00
Training_19605770.jpg,angry,410,2022-09-18 09:00:00
Training_19633287.jpg,angry,226,2022-09-10 17:00:00
Training_19643622.jpg,angry,632,2022-09-27 15:00:00
Training_19662644.jpg,angry,119,2022-09-06 06:00:00
Training_19687209.jpg,angry,343,2022-09-15 14:00:00
Training_19726930.jpg,angry,239,2022-09-11 06:00:00
Training_19756127.jpg,angry,340,2022-09-15 11:00:00
Training_19760225.jpg,angry,87,2022-09-04 22:00:00
Training_19778378.jpg,angry,623,2022-09-27 06:00:00
Training_19843851.jpg,angry,174,2022-09-08 13:00:00
Training_19848415.jpg,angry,113,2022-09-06 00:00:00
Training_19855344.jpg,angry,158,2022-09-07 21:00:00
Training_19874064.jpg,angry,69,2022-09-04 04:00:00
Training_19879369.jpg,angry,497,2022-09-22 00:00:00
Training_19903870.jpg,angry,416,2022-09-18 15:00:00
Training_19917862.jpg,angry,411,2022-09-18 10:00:00
Training_19970288.jpg,angry,421,2022-09-18 20:00:00
Training_20006314.jpg,angry,485,2022-09-21 12:00:00
Training_20030076.jpg,angry,409,2022-09-18 08:00:00
Training_20058735.jpg,angry,103,2022-09-05 14:00:00
Training_20106254.jpg,angry,113,2022-09-06 00:00:00
Training_20132403.jpg,angry,128,2022-09-06 15:00:00
Training_20186507.jpg,angry,395,2022-09-17 18:00:00
Training_20261252.jpg,angry,508,2022-09-22 11:00:00
Training_20262264.jpg,angry,131,2022-09-06 18:00:00
Training_20272265.jpg,angry,88,2022-09-04 23:00:00
Training_20311288.jpg,angry,242,2022-09-11 09:00:00
Training_20317679.jpg,angry,690,2022-09-30 01:00:00
Training_20325245.jpg,angry,206,2022-09-09 21:00:00
Training_20326127.jpg,angry,690,2022-09-30 01:00:00
Training_20343576.jpg,angry,3,2022-09-01 10:00:00
Training_20374852.jpg,angry,590,2022-09-25 21:00:00
Training_20376505.jpg,angry,204,2022-09-09 19:00:00
Training_20388702.jpg,angry,32,2022-09-02 15:00:00
Training_20398356.jpg,angry,551,2022-09-24 06:00:00
Training_20436888.jpg,angry,192,2022-09-09 07:00:00
Training_20445632.jpg,angry,536,2022-09-23 15:00:00
Training_20463939.jpg,angry,242,2022-09-11 09:00:00
Training_20501161.jpg,,703,2022-09-30 14:00:00
Training_20531010.jpg,angry,318,2022-09-14 13:00:00
Training_20556787.jpg,angry,339,2022-09-15 10:00:00
Training_20583731.jpg,angry,303,2022-09-13 22:00:00
Training_20614593.jpg,angry,342,2022-09-15 13:00:00
Training_20614662.jpg,angry,52,2022-09-03 11:00:00
Training_20628210.jpg,angry,278,2022-09-12 21:00:00
Training_20628939.jpg,angry,305,2022-09-14 00:00:00
Training_20643666.jpg,angry,263,2022-09-12 06:00:00
Training_20650406.jpg,angry,102,2022-09-05 13:00:00
Training_20661113.jpg,angry,411,2022-09-18 10:00:00
Training_20666200.jpg,angry,365,2022-09-16 12:00:00
Training_20682032.jpg,angry,713,2022-10-01 00:00:00
Training_20688095.jpg,angry,24,2022-09-02 07:00:00
Training_20735338.jpg,angry,696,2022-09-30 07:00:00
Training_20748658.jpg,angry,639,2022-09-27 22:00:00
Training_20807662.jpg,angry,154,2022-09-07 17:00:00
Training_20815081.jpg,angry,141,2022-09-07 04:00:00
Training_2081591.jpg,angry,167,2022-09-08 06:00:00
Training_20822105.jpg,angry,199,2022-09-09 14:00:00
Training_20825412.jpg,angry,327,2022-09-14 22:00:00
Training_20835143.jpg,angry,113,2022-09-06 00:00:00
Training_20841954.jpg,angry,187,2022-09-09 02:00:00
