t_id,id_visitante,duracion
Training_14525872.jpg,13190,391
Training_31734020.jpg,30072,335
Training_32392069.jpg,27532,257
Training_3598867.jpg,591,434
Training_38455066.jpg,29240,306
Training_40376269.jpg,30922,355
Training_46004786.jpg,18209,304
Training_51021087.jpg,10310,240
Training_56803130.jpg,9241,426
Training_7326263.jpg,94,241
Training_8913468.jpg,23083,355
Training_94952701.jpg,15475,350
Training_95101318.jpg,11828,327
Training_16906911.jpg,10553,256
Training_20052779.jpg,2924,423
Training_20431293.jpg,9779,184
Training_6000078.jpg,10957,281
Training_75208855.jpg,11474,310
Training_977035.jpg,1742,288
Training_31040721.jpg,10193,230
Training_44116654.jpg,11511,311
Training_55890999.jpg,14911,493
Training_63766664.jpg,18434,381
Training_72115913.jpg,27685,320
Training_73165240.jpg,6024,421
Training_88607818.jpg,5950,389
Training_16541992.jpg,13022,383
Training_21671343.jpg,26895,310
Training_2885251.jpg,19313,422
Training_36998606.jpg,563,424
Training_61076514.jpg,2095,410
Training_85921516.jpg,8140,329
Training_73972027.jpg,20683,343
Training_97152761.jpg,12596,363
PublicTest_55521436.jpg,6367,246
PrivateTest_70820178.jpg,20178,449
Training_10316849.jpg,14516,465
Training_13325591.jpg,22579,465
Training_24061789.jpg,3695,425
Training_29485725.jpg,25544,385
Training_32846605.jpg,14741,481
Training_5066738.jpg,15037,503
Training_52570744.jpg,21122,21
Training_60016886.jpg,18267,327
Training_64909824.jpg,2363,183
Training_74905937.jpg,14063,437
Training_85348715.jpg,27528,255
Training_87929279.jpg,15503,350
Training_31858383.jpg,9003,350
Training_33739300.jpg,28669,383
Training_6507114.jpg,28463,315
Training_85481673.jpg,7758,496
Training_26702987.jpg,19648,243
Training_27185926.jpg,7149,255
Training_3241567.jpg,8972,340
Training_49275548.jpg,20722,352
Training_51719990.jpg,28708,396
Training_68796397.jpg,1785,304
Training_74793686.jpg,304,329
Training_44671870.jpg,13010,382
Training_70947641.jpg,7497,385
Training_73979475.jpg,18632,461
Training_76933580.jpg,18779,145
Training_86870637.jpg,21834,493
Training_18868898.jpg,25817,350
Training_29167646.jpg,13512,408
Training_98993348.jpg,31120,419
Training_53914515.jpg,11425,307
Training_61200394.jpg,18799,187
PrivateTest_76030608.jpg,30486,506
PrivateTest_83521964.jpg,11396,306
Training_10333072.jpg,12361,353
Training_15752571.jpg,11669,320
Training_18829072.jpg,159,278
Training_19037832.jpg,12660,366
Training_19503940.jpg,11229,297
Training_36482168.jpg,31109,415
Training_58947716.jpg,17876,471
Training_77632091.jpg,17674,390
Training_85955324.jpg,10133,224
Training_29683994.jpg,31437,230
Training_77446866.jpg,629,453
Training_21058621.jpg,13670,416
Training_23929483.jpg,22285,352
Training_32778118.jpg,22400,389
Training_593915.jpg,6822,417
Training_64246079.jpg,21478,353
Training_76861998.jpg,17904,490
Training_89998154.jpg,17312,255
Training_91282946.jpg,24068,423
Training_36922060.jpg,751,350
Training_39657861.jpg,14886,492
Training_44100624.jpg,12500,359
Training_50207076.jpg,30589,186
Training_55434394.jpg,3299,288
Training_69816268.jpg,18643,465
Training_88482385.jpg,31147,429
Training_88926203.jpg,30720,282
Training_94517827.jpg,25624,414
Training_22148444.jpg,12429,356
Training_34840603.jpg,13392,401
Training_41431027.jpg,25253,284
Training_72098206.jpg,25815,537
Training_56807723.jpg,5132,370
Training_86273887.jpg,19566,188
Training_68251712.jpg,31072,402
Training_79789842.jpg,22354,375
PrivateTest_50479717.jpg,27943,408
PublicTest_4971720.jpg,9909,201
PublicTest_81549573.jpg,16668,313
PublicTest_17194400.jpg,30920,354
Training_10334355.jpg,3789,463
Training_15933141.jpg,12082,340
Training_20940258.jpg,4300,359
Training_22039397.jpg,21402,328
Training_2583654.jpg,11127,292
Training_36365391.jpg,4964,322
Training_55918369.jpg,3905,146
Training_72167097.jpg,13541,409
Training_84701834.jpg,29651,456
Training_81772924.jpg,16745,345
Training_85767348.jpg,23859,351
Training_10283876.jpg,10333,242
Training_15315783.jpg,30536,350
Training_40388327.jpg,5020,339
Training_57546448.jpg,30915,354
Training_61468663.jpg,20212,465
Training_71879183.jpg,15861,298
Training_93275470.jpg,17046,459
Training_283630.jpg,31238,477
Training_39742138.jpg,25560,391
Training_48562024.jpg,3016,473
Training_7419796.jpg,21309,295
Training_53194972.jpg,8340,395
Training_36361853.jpg,21770,454
Training_59660485.jpg,29878,246
Training_61464902.jpg,13955,431
Training_66092447.jpg,7558,406
Training_83065822.jpg,15168,517
Training_86063910.jpg,18677,477
Training_31691405.jpg,15455,350
Training_90880533.jpg,27938,406
Training_96287206.jpg,15689,200
PrivateTest_46407735.jpg,4142,304
PrivateTest_66928656.jpg,6719,385
PrivateTest_8109968.jpg,3479,348
PrivateTest_25207883.jpg,28881,462
Training_10345473.jpg,24906,449
Training_15784307.jpg,8994,348
Training_19321092.jpg,11352,304
Training_44888941.jpg,28209,152
Training_65623913.jpg,31058,397
Training_72166551.jpg,26828,285
Training_72703242.jpg,8726,234
Training_78177565.jpg,12854,375
Training_88027194.jpg,26858,298
Training_37238169.jpg,22101,289
Training_41052937.jpg,5107,362
Training_48942887.jpg,10919,279
Training_58418738.jpg,23080,355
Training_69993467.jpg,7885,211
Training_72346301.jpg,29321,333
Training_82067589.jpg,6969,500
Training_93281483.jpg,13570,411
Training_10265501.jpg,2868,407
Training_36648707.jpg,16328,485
Training_4351422.jpg,16912,404
Training_354740.jpg,17066,470
Training_55606268.jpg,8356,399
Training_61029987.jpg,16295,464
Training_6315722.jpg,28398,292
Training_32577997.jpg,27607,295
Training_33784089.jpg,17527,344
Training_40639165.jpg,17258,221
Training_86534033.jpg,15942,329
Training_15995499.jpg,26981,339
Training_54112067.jpg,12725,369
Training_67736313.jpg,29577,418
Training_10422050.jpg,28198,39
Training_14820944.jpg,26378,404
Training_17385604.jpg,3061,508
Training_3576531.jpg,21584,390
Training_45996119.jpg,14322,452
Training_57727106.jpg,10569,257
Training_6310681.jpg,4227,334
Training_64620568.jpg,23058,347
Training_70836368.jpg,6556,329
Training_78745676.jpg,15991,341
Training_99747835.jpg,12566,362
Training_57692374.jpg,1468,490
Training_11596256.jpg,26130,321
Training_18433360.jpg,11808,326
Training_21311958.jpg,2933,429
Training_34642216.jpg,9976,209
Training_67095352.jpg,29783,152
Training_81276282.jpg,878,253
Training_87723970.jpg,13486,406
Training_96800165.jpg,9611,155
Training_37560930.jpg,10318,241
Training_4404092.jpg,27186,411
Training_48486518.jpg,19466,502
Training_50277056.jpg,25008,524
Training_56950814.jpg,10396,246
Training_77839888.jpg,29377,351
Training_81524078.jpg,14103,439
Training_32618152.jpg,10345,243
Training_39116274.jpg,25590,401
Training_96249610.jpg,15224,524
Training_13526687.jpg,12986,381
Training_43319160.jpg,26525,462
Training_43884767.jpg,30796,312
Training_96999368.jpg,22375,382
Training_99340348.jpg,12793,372
Training_14262740.jpg,5285,429
Training_26120442.jpg,26129,321
Training_46785251.jpg,13444,404
Training_54281620.jpg,6749,395
Training_71346717.jpg,23668,286
PublicTest_56920575.jpg,28583,358
PublicTest_34505620.jpg,3037,487
PrivateTest_15585729.jpg,10769,270
PublicTest_46713098.jpg,10187,229
Training_10485618.jpg,7570,408
Training_12775696.jpg,22730,181
Training_30728091.jpg,12763,371
Training_35439197.jpg,20907,415
Training_35519736.jpg,28755,410
Training_41609253.jpg,30591,190
Training_45060957.jpg,721,518
Training_78071520.jpg,11653,319
Training_10710108.jpg,791,168
Training_48357331.jpg,31551,292
Training_68913193.jpg,955,291
Training_11210580.jpg,2071,402
Training_13235036.jpg,8038,299
Training_39477813.jpg,26537,469
Training_41427168.jpg,7111,233
Training_45371810.jpg,11883,330
Training_96154938.jpg,12354,352
Training_96929649.jpg,28733,403
Training_63313268.jpg,14851,489
Training_31562579.jpg,30431,470
Training_59719745.jpg,30640,241
Training_6181683.jpg,6479,297
Training_67480840.jpg,24631,353
Training_71262814.jpg,16808,369
Training_79264910.jpg,16440,183
PrivateTest_35977388.jpg,13642,414
PrivateTest_19332901.jpg,25636,420
PrivateTest_11574818.jpg,8409,424
PublicTest_89937847.jpg,13148,389
Training_10503476.jpg,11974,335
Training_12604769.jpg,15058,505
Training_31704608.jpg,22697,120
Training_68805301.jpg,27013,353
Training_79019465.jpg,13880,427
Training_15850222.jpg,32065,494
Training_16659422.jpg,4028,261
Training_20464018.jpg,9956,206
Training_12050002.jpg,3153,180
Training_2351498.jpg,5061,351
Training_35305835.jpg,27901,395
Training_43457332.jpg,9712,174
Training_45302057.jpg,24616,348
Training_50296064.jpg,30160,365
Training_47293713.jpg,31734,353
Training_86611228.jpg,10632,261
Training_225011.jpg,28589,360
Training_45654313.jpg,24860,427
Training_75981229.jpg,14701,478
PrivateTest_21287480.jpg,30220,384
PublicTest_94139578.jpg,1869,331
PublicTest_6008295.jpg,4455,414
Training_10524198.jpg,15450,350
Training_13677471.jpg,13481,406
Training_21096846.jpg,3387,320
Training_47577942.jpg,29971,291
Training_58757567.jpg,13269,395
Training_99574658.jpg,20806,379
Training_10614740.jpg,15420,350
Training_10842121.jpg,1845,324
Training_2020165.jpg,27038,360
Training_34080439.jpg,14397,457
Training_45282172.jpg,11650,319
Training_55285709.jpg,15767,257
Training_98112532.jpg,17040,456
Training_14774224.jpg,14548,468
Training_23014310.jpg,20295,534
Training_34295458.jpg,6022,419
Training_39382545.jpg,12269,349
Training_54821889.jpg,18723,514
Training_55977225.jpg,13314,397
Training_66812819.jpg,23110,368
Training_67760130.jpg,29012,171
Training_82789419.jpg,24333,208
Training_8963646.jpg,27154,398
Training_11934836.jpg,11187,295
Training_27856367.jpg,12346,352
Training_21230932.jpg,26254,366
Training_32259950.jpg,11806,326
Training_32880257.jpg,16464,209
Training_33808249.jpg,13159,390
Training_44495606.jpg,2845,395
PublicTest_66951145.jpg,14672,476
PublicTest_47502306.jpg,17310,253
PublicTest_95575433.jpg,12977,380
Training_10539399.jpg,7099,224
Training_25510140.jpg,29622,440
Training_26681413.jpg,8441,437
Training_35487738.jpg,24479,294
Training_36143827.jpg,9742,178
Training_48000797.jpg,19774,304
Training_55629622.jpg,30503,517
Training_56467777.jpg,29489,390
Training_73056256.jpg,15690,203
Training_73139864.jpg,4161,312
Training_77408591.jpg,3248,262
Training_40468284.jpg,15388,350
Training_45929399.jpg,20509,285
Training_14337129.jpg,18397,368
Training_26270933.jpg,22104,290
Training_28796412.jpg,9262,434
Training_40594058.jpg,13489,407
Training_42862805.jpg,10648,262
Training_64065407.jpg,8414,426
Training_6747465.jpg,29158,273
Training_65539458.jpg,24951,471
Training_65771354.jpg,31847,393
Training_79020100.jpg,740,540
Training_11272656.jpg,21927,166
Training_45586531.jpg,6714,383
Training_76966425.jpg,14949,496
PrivateTest_64248207.jpg,25093,192
PrivateTest_77696171.jpg,20216,466
Training_10592361.jpg,29194,290
Training_16439151.jpg,27109,382
Training_18833065.jpg,5603,260
Training_22892509.jpg,18438,382
Training_33687835.jpg,26970,336
Training_36101026.jpg,30049,328
Training_39444833.jpg,762,350
Training_39887010.jpg,13985,433
Training_66840183.jpg,19693,270
Training_70728333.jpg,25592,401
Training_75289126.jpg,22212,330
Training_1650452.jpg,10640,261
Training_22825944.jpg,23369,469
Training_42465540.jpg,1031,321
Training_59370095.jpg,23959,388
Training_68898978.jpg,3275,275
Training_79872115.jpg,15314,537
Training_89906385.jpg,28571,354
Training_90700692.jpg,23468,350
Training_97276171.jpg,21755,448
Training_17690151.jpg,2815,385
Training_34183408.jpg,8055,303
Training_48410081.jpg,10716,267
Training_64628603.jpg,23624,267
Training_66741161.jpg,7924,235
Training_20997038.jpg,3107,350
Training_6136192.jpg,690,487
Training_7509514.jpg,15347,350
Training_38798363.jpg,13405,402
Training_58965405.jpg,8656,175
Training_72581485.jpg,28367,280
Training_81184858.jpg,16578,276
Training_64354339.jpg,3980,242
PrivateTest_74965837.jpg,21216,249
PrivateTest_14522662.jpg,28591,362
PrivateTest_69289271.jpg,29163,275
PublicTest_47030522.jpg,7470,374
PublicTest_28247750.jpg,5045,346
Training_10595751.jpg,9130,389
Training_1951293.jpg,30718,282
Training_20186507.jpg,8832,291
Training_22757878.jpg,4496,430
Training_33310801.jpg,14799,485
Training_51993203.jpg,26931,321
Training_62298053.jpg,21643,408
Training_69134390.jpg,3100,350
Training_80694454.jpg,8189,346
Training_91403171.jpg,21430,339
Training_11732399.jpg,23882,358
Training_17174181.jpg,25633,418
Training_62109339.jpg,270,317
Training_37538388.jpg,24937,466
Training_4307293.jpg,29272,318
Training_4868254.jpg,25987,263
Training_60792530.jpg,6730,389
Training_8532311.jpg,13594,412
Training_93456728.jpg,9009,352
Training_15270019.jpg,4314,366
Training_43546203.jpg,18362,355
Training_7896381.jpg,7920,230
Training_93929505.jpg,979,300
Training_28817271.jpg,2465,257
Training_36240288.jpg,19818,317
Training_43337685.jpg,17547,351
Training_60241671.jpg,29004,155
Training_71645335.jpg,7667,450
PublicTest_12751829.jpg,12790,372
PrivateTest_95357685.jpg,12262,348
PrivateTest_95682510.jpg,30454,486
PublicTest_52432135.jpg,23110,368
Training_10608067.jpg,155,276
Training_1193977.jpg,21406,330
Training_17428065.jpg,26271,372
Training_18926048.jpg,7583,412
Training_26257159.jpg,3523,362
Training_33728070.jpg,27865,379
Training_54639179.jpg,7962,262
Training_5892438.jpg,20663,337
Training_72323038.jpg,17759,418
Training_99305179.jpg,25688,444
Training_43870418.jpg,12282,349
Training_67023235.jpg,3750,446
Training_17790982.jpg,17402,296
Training_20846878.jpg,24263,350
Training_56017961.jpg,10867,276
Training_67156583.jpg,17210,157
Training_33491896.jpg,9840,192
Training_72310140.jpg,18171,288
Training_78137671.jpg,18627,459
Training_13489692.jpg,30429,469
Training_32657594.jpg,9028,358
Training_71176500.jpg,26859,298
Training_9118061.jpg,9483,106
Training_29922660.jpg,20348,156
Training_39105365.jpg,14155,442
Training_53104732.jpg,31203,457
Training_85631658.jpg,11618,317
Training_89700388.jpg,24284,127
Training_20040269.jpg,2637,326
Training_28083360.jpg,18064,237
Training_3323309.jpg,2135,425
Training_50899295.jpg,19954,362
Training_65276098.jpg,19200,378
Training_84422572.jpg,1144,361
PublicTest_93669392.jpg,4973,324
PublicTest_84591473.jpg,31007,384
PrivateTest_32223187.jpg,9439,44
Training_10740356.jpg,15057,505
Training_16591786.jpg,15781,262
Training_22255187.jpg,22055,270
Training_35195553.jpg,19185,374
Training_51057506.jpg,17286,239
Training_53123534.jpg,18218,309
Training_59667109.jpg,14705,478
Training_64702531.jpg,587,433
Training_66361535.jpg,30803,315
Training_73381335.jpg,18111,268
Training_91970839.jpg,14746,481
Training_12246633.jpg,27251,436
Training_3270983.jpg,16390,350
Training_34439387.jpg,19616,223
Training_57271504.jpg,31064,400
Training_75531854.jpg,27284,453
Training_1161132.jpg,26660,171
Training_35243170.jpg,14706,478
Training_49710169.jpg,21418,336
Training_55788740.jpg,18333,346
Training_67733378.jpg,31378,176
Training_70018552.jpg,18255,321
Training_79505164.jpg,18832,214
Training_18643593.jpg,28850,450
Training_19432706.jpg,22365,378
Training_25518250.jpg,19795,310
Training_28237114.jpg,13242,394
Training_28424408.jpg,2605,315
Training_36376674.jpg,24200,490
Training_45074309.jpg,14120,440
Training_60506089.jpg,15209,522
Training_85357796.jpg,3712,431
Training_94918113.jpg,30963,368
Training_96770115.jpg,29944,277
Training_20838219.jpg,26863,300
Training_23816921.jpg,30624,229
Training_25469385.jpg,12107,341
Training_54854144.jpg,20475,268
Training_96202596.jpg,1009,311
PublicTest_70782868.jpg,5077,354
PublicTest_46576772.jpg,16694,322
PublicTest_93051514.jpg,19103,344
Training_10851653.jpg,28615,367
Training_14532305.jpg,19601,217
Training_15799535.jpg,27071,370
Training_20376505.jpg,11199,296
Training_23372466.jpg,31354,124
Training_28391368.jpg,26043,288
Training_30032614.jpg,22819,257
Training_32630895.jpg,8689,213
Training_6799271.jpg,10735,268
Training_69155832.jpg,26522,459
Training_82094076.jpg,6770,400
Training_90108393.jpg,22357,376
Training_28594475.jpg,27232,426
Training_18861626.jpg,26071,300
Training_50057799.jpg,17576,359
Training_51418803.jpg,17400,295
Training_72735140.jpg,16803,366
Training_82829590.jpg,6872,445
Training_879015.jpg,7576,411
Training_13377018.jpg,10180,229
Training_34656385.jpg,131,261
Training_94071193.jpg,5232,405
Training_27806993.jpg,15794,272
Training_13411464.jpg,15108,510
Training_58428434.jpg,10664,263
Training_67077327.jpg,4567,463
Training_69930631.jpg,29302,329
PrivateTest_92514405.jpg,30188,376
PrivateTest_53323877.jpg,10287,239
PrivateTest_68979569.jpg,21968,215
PrivateTest_69890745.jpg,19258,400
PublicTest_43383329.jpg,28139,507
Training_10857340.jpg,14974,498
Training_11770015.jpg,3912,172
Training_24800797.jpg,7075,194
Training_25593834.jpg,5619,270
Training_29902276.jpg,26845,293
Training_51714417.jpg,7969,265
Training_5230340.jpg,31614,317
Training_61842123.jpg,13343,399
Training_71560670.jpg,11234,298
Training_81508027.jpg,15087,508
Training_89447244.jpg,14390,456
Training_94314538.jpg,14068,437
Training_81049148.jpg,30011,306
Training_64133304.jpg,25877,173
Training_11000538.jpg,9469,100
Training_15904276.jpg,7396,351
Training_22824558.jpg,10153,226
Training_24844708.jpg,22278,349
Training_25236664.jpg,19354,437
Training_4110745.jpg,19671,255
Training_52084425.jpg,18344,350
Training_55403476.jpg,9490,110
Training_59914853.jpg,13220,392
Training_66327974.jpg,8516,474
Training_7288512.jpg,13058,385
Training_83349364.jpg,22397,388
