t_id,emocion,fecha_hora,valoracion
Training_12172696.jpg,enojado,2022-09-11 18:00:00,7
Training_12175445.jpg,enojado,2022-09-14 07:00:00,2
Training_12216843.jpg,enojado,2022-09-13 09:00:00,8
Training_12250673.jpg,enojado,2022-09-13 17:00:00,7
Training_12295489.jpg,enojado,2022-09-01 12:00:00,4
Training_12383687.jpg,enojado,2022-09-06 01:00:00,4
Training_12391352.jpg,enojado,2022-09-24 10:00:00,6
Training_12407292.jpg,enojado,2022-09-28 11:00:00,1
Training_12409483.jpg,enojado,2022-09-22 03:00:00,2
Training_12450586.jpg,enojado,2022-09-12 04:00:00,0
Training_12469031.jpg,enojado,2022-09-09 01:00:00,2
Training_12513174.jpg,enojado,2022-09-13 11:00:00,0
Training_12524483.jpg,enojado,2022-09-14 13:00:00,10
Training_12565431.jpg,enojado,2022-09-17 06:00:00,4
Training_12604769.jpg,enojado,2022-09-11 17:00:00,6
Training_12661221.jpg,enojado,2022-09-30 16:00:00,10
Training_12675274.jpg,enojado,2022-09-12 18:00:00,7
Training_12686673.jpg,enojado,2022-09-23 18:00:00,1
Training_12695814.jpg,enojado,2022-09-28 16:00:00,2
Training_12775696.jpg,enojado,2022-09-04 16:00:00,6
Training_12776681.jpg,enojado,2022-09-25 01:00:00,1
Training_12812647.jpg,enojado,2022-09-28 16:00:00,5
Training_12837353.jpg,enojado,2022-09-17 14:00:00,0
Training_12861782.jpg,enojado,2022-09-11 11:00:00,5
Training_12890896.jpg,enojado,2022-09-22 05:00:00,4
Training_1294170.jpg,enojado,2022-09-27 14:00:00,9
Training_12961021.jpg,enojado,2022-09-27 23:00:00,9
Training_12974019.jpg,enojado,2022-09-21 18:00:00,1
Training_13039915.jpg,enojado,2022-09-08 17:00:00,5
Training_13040296.jpg,enojado,2022-09-03 17:00:00,2
Training_13043913.jpg,enojado,2022-09-30 01:00:00,1
Training_13064272.jpg,enojado,2022-09-29 11:00:00,3
Training_13081843.jpg,enojado,2022-09-08 16:00:00,3
Training_13145953.jpg,enojado,2022-09-05 19:00:00,0
Training_13196511.jpg,enojado,2022-09-04 08:00:00,0
Training_13202061.jpg,enojado,2022-09-24 03:00:00,6
Training_13221971.jpg,enojado,2022-09-08 10:00:00,4
Training_13282534.jpg,enojado,2022-09-27 13:00:00,0
Training_1329550.jpg,enojado,2022-09-07 21:00:00,1
Training_13304793.jpg,enojado,2022-09-22 09:00:00,9
Training_13325591.jpg,enojado,2022-09-16 09:00:00,8
Training_13489272.jpg,enojado,2022-09-12 23:00:00,9
Training_13521344.jpg,enojado,2022-10-01 06:00:00,8
Training_13605605.jpg,enojado,2022-09-15 21:00:00,4
Training_13607820.jpg,enojado,2022-09-26 03:00:00,7
Training_13644751.jpg,enojado,2022-09-30 18:00:00,6
Training_13659242.jpg,enojado,2022-09-20 21:00:00,2
Training_13677471.jpg,enojado,2022-09-21 19:00:00,3
Training_13689420.jpg,enojado,2022-09-27 10:00:00,3
Training_13742442.jpg,enojado,2022-09-12 12:00:00,0
Training_13772540.jpg,enojado,2022-09-14 18:00:00,0
Training_13782684.jpg,enojado,2022-09-13 14:00:00,8
Training_13790669.jpg,enojado,2022-09-19 05:00:00,9
Training_13852029.jpg,enojado,2022-09-10 18:00:00,9
Training_13874420.jpg,enojado,2022-09-24 08:00:00,8
Training_13898081.jpg,enojado,2022-09-11 16:00:00,5
Training_13917123.jpg,enojado,2022-09-05 05:00:00,3
Training_13919685.jpg,enojado,2022-09-05 20:00:00,10
Training_13965818.jpg,enojado,2022-09-01 16:00:00,1
Training_13976691.jpg,enojado,2022-09-10 04:00:00,9
Training_13994952.jpg,enojado,2022-09-19 15:00:00,5
Training_13997003.jpg,enojado,2022-09-24 14:00:00,3
Training_14051560.jpg,enojado,2022-09-07 15:00:00,4
Training_14054767.jpg,enojado,2022-09-24 05:00:00,9
Training_14056996.jpg,enojado,2022-09-10 04:00:00,1
Training_1409194.jpg,enojado,2022-09-04 03:00:00,5
Training_14110796.jpg,enojado,2022-09-08 15:00:00,8
Training_14118986.jpg,enojado,2022-09-05 03:00:00,9
Training_14119944.jpg,enojado,2022-09-20 05:00:00,9
Training_14151520.jpg,enojado,2022-09-19 21:00:00,10
Training_14169607.jpg,enojado,2022-09-17 04:00:00,5
Training_14215476.jpg,enojado,2022-09-17 13:00:00,5
Training_14226893.jpg,enojado,2022-09-30 09:00:00,1
Training_14227929.jpg,enojado,2022-09-11 04:00:00,7
Training_1424656.jpg,enojado,2022-09-19 18:00:00,3
Training_14248179.jpg,enojado,2022-09-13 15:00:00,4
Training_14248217.jpg,enojado,2022-09-25 23:00:00,9
Training_1426440.jpg,enojado,2022-09-24 04:00:00,9
Training_14291798.jpg,enojado,2022-09-04 12:00:00,4
Training_14296537.jpg,enojado,2022-09-07 19:00:00,9
Training_143373.jpg,enojado,2022-09-01 13:00:00,3
Training_14340905.jpg,enojado,2022-09-04 03:00:00,7
Training_14342315.jpg,enojado,2022-09-22 17:00:00,0
Training_14383356.jpg,enojado,2022-09-12 07:00:00,4
Training_14399797.jpg,enojado,2022-09-13 15:00:00,5
Training_14417147.jpg,enojado,2022-09-08 11:00:00,10
Training_14485990.jpg,enojado,2022-09-26 10:00:00,3
Training_14503064.jpg,enojado,2022-09-18 19:00:00,5
Training_14519925.jpg,enojado,2022-09-25 17:00:00,7
Training_14525872.jpg,enojado,2022-09-15 03:00:00,0
Training_14530363.jpg,enojado,2022-09-20 07:00:00,9
Training_14532305.jpg,enojado,2022-09-29 12:00:00,2
Training_14566179.jpg,enojado,2022-09-09 00:00:00,1
Training_14570127.jpg,enojado,2022-09-27 19:00:00,10
Training_14588902.jpg,enojado,2022-09-08 23:00:00,5
Training_14619449.jpg,enojado,2022-09-14 22:00:00,5
Training_14621559.jpg,enojado,2022-09-03 22:00:00,7
Training_14636525.jpg,enojado,2022-09-03 19:00:00,3
Training_14641612.jpg,enojado,2022-09-25 23:00:00,8
Training_14690040.jpg,enojado,2022-09-09 12:00:00,0
Training_14692406.jpg,enojado,2022-09-11 17:00:00,9
Training_14713134.jpg,enojado,2022-09-04 12:00:00,10
Training_14754797.jpg,enojado,2022-09-04 01:00:00,6
Training_1477608.jpg,enojado,2022-09-03 00:00:00,6
Training_14776502.jpg,enojado,2022-09-15 12:00:00,3
Training_14820944.jpg,enojado,2022-09-30 05:00:00,1
Training_14823194.jpg,enojado,2022-09-19 06:00:00,6
Training_14830141.jpg,enojado,2022-09-18 07:00:00,8
Training_14848707.jpg,enojado,2022-09-14 09:00:00,7
Training_14849067.jpg,enojado,2022-09-21 10:00:00,6
Training_14869777.jpg,enojado,2022-09-06 09:00:00,0
Training_14883276.jpg,enojado,2022-09-02 21:00:00,2
Training_14909933.jpg,enojado,2022-09-08 05:00:00,0
Training_14918881.jpg,enojado,2022-09-02 08:00:00,6
Training_14954004.jpg,enojado,2022-09-08 16:00:00,3
Training_14976970.jpg,enojado,2022-09-09 17:00:00,10
Training_1500617.jpg,enojado,2022-09-12 06:00:00,1
Training_15058314.jpg,enojado,2022-09-08 03:00:00,9
Training_15081195.jpg,enojado,2022-09-30 20:00:00,6
Training_15108206.jpg,enojado,2022-09-03 04:00:00,6
Training_15127879.jpg,enojado,2022-09-01 13:00:00,8
Training_15150679.jpg,enojado,2022-09-11 00:00:00,10
Training_15197146.jpg,enojado,2022-09-25 10:00:00,10
Training_15272626.jpg,enojado,2022-09-13 03:00:00,3
Training_15311033.jpg,enojado,2022-09-19 12:00:00,1
Training_15337964.jpg,enojado,2022-09-20 13:00:00,0
Training_1534315.jpg,enojado,2022-09-18 04:00:00,0
Training_15343190.jpg,enojado,2022-09-30 08:00:00,0
Training_15351749.jpg,enojado,2022-09-09 23:00:00,6
Training_15361067.jpg,enojado,2022-09-08 19:00:00,5
Training_15429801.jpg,enojado,2022-09-28 13:00:00,2
Training_15433316.jpg,enojado,2022-09-21 15:00:00,7
Training_15458095.jpg,enojado,2022-09-02 19:00:00,2
Training_15462493.jpg,enojado,2022-09-14 08:00:00,10
Training_15466417.jpg,enojado,2022-09-10 12:00:00,1
Training_15469459.jpg,enojado,2022-09-03 07:00:00,1
Training_15483013.jpg,enojado,2022-09-16 13:00:00,7
Training_15484575.jpg,enojado,2022-09-10 20:00:00,1
Training_15496677.jpg,enojado,2022-09-27 21:00:00,5
Training_15498699.jpg,enojado,2022-09-23 17:00:00,3
Training_15512449.jpg,enojado,2022-09-04 01:00:00,3
Training_1553426.jpg,enojado,2022-09-14 21:00:00,0
Training_15570158.jpg,enojado,2022-09-04 18:00:00,10
Training_1559786.jpg,enojado,2022-09-19 07:00:00,2
Training_15651444.jpg,enojado,2022-09-03 16:00:00,9
Training_15653607.jpg,enojado,2022-09-02 07:00:00,1
Training_15671299.jpg,enojado,2022-09-24 05:00:00,3
Training_15693625.jpg,enojado,2022-09-06 22:00:00,1
Training_15729526.jpg,enojado,2022-09-03 03:00:00,2
Training_15752571.jpg,enojado,2022-09-07 08:00:00,3
Training_15784307.jpg,enojado,2022-09-11 06:00:00,0
Training_15794224.jpg,enojado,2022-09-16 16:00:00,0
Training_15799535.jpg,enojado,2022-09-25 21:00:00,4
Training_15812721.jpg,enojado,2022-09-10 02:00:00,8
Training_15848209.jpg,enojado,2022-09-16 10:00:00,4
Training_1589886.jpg,enojado,2022-09-09 03:00:00,10
Training_15933141.jpg,enojado,2022-09-13 17:00:00,2
Training_15990816.jpg,enojado,2022-09-18 23:00:00,3
Training_16024594.jpg,enojado,2022-09-26 02:00:00,3
Training_16052786.jpg,enojado,2022-09-01 16:00:00,8
Training_16057513.jpg,enojado,2022-09-11 10:00:00,4
Training_16084063.jpg,enojado,2022-09-23 23:00:00,3
Training_16124846.jpg,enojado,2022-09-28 06:00:00,3
Training_16148999.jpg,enojado,2022-09-13 19:00:00,10
Training_161824.jpg,enojado,2022-09-28 07:00:00,9
Training_16211575.jpg,enojado,2022-09-01 23:00:00,7
Training_16232328.jpg,enojado,2022-09-17 07:00:00,0
Training_16259740.jpg,enojado,2022-09-10 06:00:00,6
Training_16288109.jpg,enojado,2022-09-23 16:00:00,9
Training_16288280.jpg,enojado,2022-09-30 15:00:00,7
Training_16305966.jpg,enojado,2022-09-16 14:00:00,7
Training_16322300.jpg,enojado,2022-09-21 02:00:00,5
Training_16376025.jpg,enojado,2022-09-14 08:00:00,8
Training_16385944.jpg,enojado,2022-09-11 00:00:00,9
Training_16439151.jpg,enojado,2022-09-28 23:00:00,9
Training_1648016.jpg,enojado,2022-09-17 12:00:00,8
Training_16492100.jpg,enojado,2022-09-21 08:00:00,4
Training_16526420.jpg,enojado,2022-09-23 10:00:00,10
Training_16527960.jpg,enojado,2022-09-23 18:00:00,1
Training_16533492.jpg,enojado,2022-09-25 15:00:00,6
Training_16538275.jpg,enojado,2022-09-14 14:00:00,9
Training_16559108.jpg,enojado,2022-09-29 12:00:00,4
Training_16567582.jpg,enojado,2022-09-11 10:00:00,4
Training_16585392.jpg,enojado,2022-09-25 16:00:00,8
Training_16591786.jpg,enojado,2022-09-28 13:00:00,2
Training_16594897.jpg,enojado,2022-09-27 18:00:00,10
Training_16615632.jpg,enojado,2022-09-13 04:00:00,5
Training_16622790.jpg,enojado,2022-09-07 19:00:00,4
Training_16636429.jpg,enojado,2022-09-19 06:00:00,0
Training_16695193.jpg,enojado,2022-09-20 13:00:00,5
Training_16728602.jpg,enojado,2022-09-14 14:00:00,4
Training_16734586.jpg,enojado,2022-09-08 14:00:00,2
Training_16765414.jpg,enojado,2022-09-12 19:00:00,6
Training_1677103.jpg,enojado,2022-09-18 15:00:00,5
Training_16780637.jpg,enojado,2022-09-18 18:00:00,6
Training_16813100.jpg,enojado,2022-09-05 08:00:00,6
Training_16824041.jpg,enojado,2022-09-25 14:00:00,8
Training_16828779.jpg,enojado,2022-09-05 21:00:00,6
Training_16830053.jpg,enojado,2022-09-10 00:00:00,1
Training_16844918.jpg,enojado,2022-09-04 16:00:00,1
Training_16863168.jpg,enojado,2022-09-06 13:00:00,8
Training_16882248.jpg,enojado,2022-09-12 14:00:00,10
Training_16902014.jpg,enojado,2022-09-14 12:00:00,3
Training_16968141.jpg,enojado,2022-09-05 08:00:00,5
Training_16971260.jpg,enojado,2022-09-22 13:00:00,8
Training_17026096.jpg,enojado,2022-09-09 14:00:00,10
Training_1705134.jpg,enojado,2022-09-13 04:00:00,10
Training_17067471.jpg,enojado,2022-09-14 23:00:00,3
Training_17114283.jpg,enojado,2022-09-27 02:00:00,3
Training_17188430.jpg,enojado,2022-09-19 01:00:00,3
Training_17201713.jpg,emocion_desconocida,2022-09-07 06:00:00,6
Training_17207698.jpg,enojado,2022-09-24 06:00:00,6
Training_17244297.jpg,enojado,2022-09-16 12:00:00,8
Training_17258244.jpg,enojado,2022-09-03 10:00:00,6
Training_17316378.jpg,enojado,2022-09-14 03:00:00,9
Training_17363681.jpg,enojado,2022-09-13 23:00:00,0
Training_17363830.jpg,enojado,2022-09-07 19:00:00,7
Training_17385604.jpg,enojado,2022-09-01 20:00:00,10
Training_17389803.jpg,enojado,2022-09-16 18:00:00,8
Training_17399121.jpg,enojado,2022-09-08 14:00:00,2
Training_1741870.jpg,enojado,2022-09-19 06:00:00,10
Training_17427197.jpg,enojado,2022-09-01 18:00:00,6
Training_17428065.jpg,enojado,2022-09-27 22:00:00,1
Training_17437121.jpg,enojado,2022-09-26 23:00:00,8
Training_17448768.jpg,enojado,2022-09-21 14:00:00,8
Training_17450738.jpg,enojado,2022-09-21 18:00:00,8
Training_17510075.jpg,enojado,2022-09-07 17:00:00,4
Training_175233.jpg,enojado,2022-09-25 18:00:00,10
Training_17526342.jpg,enojado,2022-09-24 09:00:00,0
Training_17526951.jpg,enojado,2022-09-27 03:00:00,5
Training_17561724.jpg,enojado,2022-09-28 21:00:00,8
Training_17588102.jpg,enojado,2022-09-09 06:00:00,9
Training_17600441.jpg,enojado,2022-09-30 09:00:00,8
Training_17608684.jpg,enojado,2022-09-27 16:00:00,3
Training_17664633.jpg,enojado,2022-09-02 15:00:00,4
Training_17667401.jpg,enojado,2022-09-02 01:00:00,3
Training_17682275.jpg,enojado,2022-09-17 01:00:00,10
Training_17690552.jpg,enojado,2022-09-05 23:00:00,3
Training_17702322.jpg,enojado,2022-09-27 01:00:00,2
Training_17775115.jpg,enojado,2022-09-01 23:00:00,5
Training_17796854.jpg,enojado,2022-09-15 02:00:00,3
Training_1779888.jpg,enojado,2022-09-20 03:00:00,2
Training_17825044.jpg,enojado,2022-09-17 23:00:00,1
Training_178362.jpg,enojado,2022-09-13 01:00:00,3
Training_17861397.jpg,enojado,2022-09-08 13:00:00,6
Training_17869141.jpg,enojado,2022-09-13 00:00:00,1
Training_17871246.jpg,enojado,2022-09-03 00:00:00,9
Training_17871635.jpg,enojado,2022-10-01 06:00:00,6
Training_17902383.jpg,enojado,2022-09-02 13:00:00,3
Training_17907423.jpg,enojado,2022-09-30 01:00:00,2
Training_1791860.jpg,enojado,2022-09-08 03:00:00,9
Training_17946627.jpg,enojado,2022-09-24 14:00:00,4
Training_17977606.jpg,enojado,2022-09-27 19:00:00,7
Training_1797833.jpg,enojado,2022-09-08 16:00:00,5
Training_18012086.jpg,enojado,2022-09-29 09:00:00,8
Training_18058034.jpg,enojado,2022-09-21 12:00:00,4
Training_18096819.jpg,enojado,2022-09-07 11:00:00,2
Training_18101749.jpg,enojado,2022-09-23 20:00:00,2
Training_18152779.jpg,enojado,2022-09-16 15:00:00,6
Training_18167782.jpg,enojado,2022-09-26 16:00:00,10
Training_18174853.jpg,enojado,2022-09-30 05:00:00,10
Training_18200194.jpg,enojado,2022-09-29 16:00:00,1
Training_18219531.jpg,enojado,2022-09-26 01:00:00,7
Training_18270369.jpg,enojado,2022-09-27 03:00:00,8
Training_18384206.jpg,enojado,2022-09-03 07:00:00,1
Training_18403526.jpg,enojado,2022-09-30 22:00:00,10
Training_18424991.jpg,enojado,2022-09-28 06:00:00,5
Training_18437561.jpg,enojado,2022-09-07 15:00:00,10
Training_18460889.jpg,enojado,2022-09-05 08:00:00,1
Training_18468344.jpg,enojado,2022-09-12 22:00:00,3
Training_18473098.jpg,enojado,2022-09-02 11:00:00,5
Training_18498178.jpg,enojado,2022-09-02 00:00:00,9
Training_18529397.jpg,enojado,2022-09-24 06:00:00,8
Training_1854333.jpg,enojado,2022-09-30 01:00:00,7
Training_18579411.jpg,enojado,2022-09-13 00:00:00,9
Training_18615787.jpg,enojado,2022-09-16 13:00:00,10
Training_18622081.jpg,enojado,2022-09-05 12:00:00,8
Training_18633212.jpg,enojado,2022-09-23 18:00:00,9
Training_18649259.jpg,enojado,2022-09-28 19:00:00,1
Training_18679815.jpg,enojado,2022-09-11 04:00:00,5
Training_18687003.jpg,enojado,2022-09-08 13:00:00,0
Training_18688703.jpg,enojado,2022-09-14 06:00:00,1
Training_18699711.jpg,enojado,2022-09-16 20:00:00,4
Training_18714040.jpg,enojado,2022-09-26 08:00:00,6
Training_18766042.jpg,enojado,2022-09-22 05:00:00,1
Training_18769667.jpg,enojado,2022-09-18 22:00:00,8
Training_18775545.jpg,enojado,2022-09-12 22:00:00,9
Training_18793535.jpg,enojado,2022-09-25 04:00:00,9
Training_18806679.jpg,enojado,2022-09-03 02:00:00,2
Training_18818880.jpg,enojado,2022-09-05 00:00:00,6
Training_18829072.jpg,enojado,2022-09-05 09:00:00,4
Training_18833065.jpg,enojado,2022-09-14 11:00:00,10
Training_1886687.jpg,enojado,2022-09-20 22:00:00,6
Training_18873605.jpg,enojado,2022-09-30 12:00:00,8
Training_18888080.jpg,enojado,2022-09-04 11:00:00,1
Training_18894040.jpg,enojado,2022-09-08 22:00:00,4
Training_18926048.jpg,enojado,2022-09-26 01:00:00,8
Training_18966100.jpg,enojado,2022-09-01 17:00:00,2
Training_18972883.jpg,enojado,2022-09-03 05:00:00,0
Training_18995850.jpg,enojado,2022-09-06 18:00:00,1
Training_19037832.jpg,enojado,2022-09-16 20:00:00,1
Training_19060950.jpg,enojado,2022-09-26 08:00:00,10
Training_19103814.jpg,enojado,2022-09-25 12:00:00,5
Training_19104128.jpg,enojado,2022-09-07 03:00:00,8
Training_19153111.jpg,enojado,2022-09-04 18:00:00,7
Training_19214465.jpg,enojado,2022-09-05 23:00:00,3
Training_19226789.jpg,enojado,2022-09-01 22:00:00,10
Training_1924056.jpg,enojado,2022-09-21 11:00:00,2
Training_19259158.jpg,enojado,2022-09-28 19:00:00,3
Training_19280895.jpg,enojado,2022-09-10 01:00:00,5
Training_19282935.jpg,enojado,2022-09-23 19:00:00,0
Training_19295001.jpg,enojado,2022-09-29 13:00:00,8
Training_19316238.jpg,enojado,2022-09-27 02:00:00,7
Training_19321092.jpg,enojado,2022-09-18 05:00:00,9
Training_1934096.jpg,enojado,2022-09-19 14:00:00,3
Training_19345091.jpg,enojado,2022-09-15 14:00:00,0
Training_19370670.jpg,enojado,2022-09-19 09:00:00,4
Training_19401825.jpg,enojado,2022-09-29 13:00:00,5
Training_19418971.jpg,enojado,2022-09-08 09:00:00,3
Training_1942570.jpg,enojado,2022-09-20 23:00:00,2
Training_19426501.jpg,enojado,2022-09-15 21:00:00,5
Training_19429243.jpg,enojado,2022-09-30 07:00:00,7
Training_19436967.jpg,enojado,2022-09-11 16:00:00,5
Training_19437515.jpg,enojado,2022-09-17 14:00:00,10
Training_19503940.jpg,enojado,2022-09-16 04:00:00,1
Training_1951293.jpg,enojado,2022-09-04 02:00:00,5
Training_19521391.jpg,enojado,2022-09-26 02:00:00,7
Training_19565840.jpg,enojado,2022-09-24 04:00:00,0
Training_19568389.jpg,enojado,2022-09-21 16:00:00,7
Training_19573652.jpg,enojado,2022-09-26 22:00:00,9
Training_19578975.jpg,enojado,2022-09-06 05:00:00,10
Training_19595003.jpg,enojado,2022-09-04 13:00:00,7
Training_19605770.jpg,enojado,2022-09-18 09:00:00,8
Training_19633287.jpg,enojado,2022-09-10 17:00:00,9
Training_19643622.jpg,enojado,2022-09-27 15:00:00,6
Training_19662644.jpg,enojado,2022-09-06 06:00:00,2
Training_19687209.jpg,enojado,2022-09-15 14:00:00,10
Training_19726930.jpg,enojado,2022-09-11 06:00:00,6
Training_19756127.jpg,enojado,2022-09-15 11:00:00,1
Training_19760225.jpg,enojado,2022-09-04 22:00:00,8
Training_19778378.jpg,enojado,2022-09-27 06:00:00,8
Training_19843851.jpg,enojado,2022-09-08 13:00:00,7
Training_19848415.jpg,enojado,2022-09-06 00:00:00,4
Training_19855344.jpg,enojado,2022-09-07 21:00:00,2
Training_19874064.jpg,enojado,2022-09-04 04:00:00,4
Training_19879369.jpg,enojado,2022-09-22 00:00:00,0
Training_19903870.jpg,enojado,2022-09-18 15:00:00,9
Training_19917862.jpg,enojado,2022-09-18 10:00:00,5
Training_19970288.jpg,enojado,2022-09-18 20:00:00,3
Training_20006314.jpg,enojado,2022-09-21 12:00:00,0
Training_20030076.jpg,enojado,2022-09-18 08:00:00,5
Training_20058735.jpg,enojado,2022-09-05 14:00:00,6
Training_20106254.jpg,enojado,2022-09-06 00:00:00,2
Training_20132403.jpg,enojado,2022-09-06 15:00:00,0
Training_20186507.jpg,enojado,2022-09-17 18:00:00,0
Training_20261252.jpg,enojado,2022-09-22 11:00:00,6
Training_20262264.jpg,enojado,2022-09-06 18:00:00,8
Training_20272265.jpg,enojado,2022-09-04 23:00:00,2
Training_20311288.jpg,enojado,2022-09-11 09:00:00,10
Training_20317679.jpg,enojado,2022-09-30 01:00:00,5
Training_20325245.jpg,enojado,2022-09-09 21:00:00,6
Training_20326127.jpg,enojado,2022-09-30 01:00:00,10
Training_20343576.jpg,enojado,2022-09-01 10:00:00,3
Training_20374852.jpg,enojado,2022-09-25 21:00:00,8
Training_20376505.jpg,enojado,2022-09-09 19:00:00,4
Training_20388702.jpg,enojado,2022-09-02 15:00:00,7
Training_20398356.jpg,enojado,2022-09-24 06:00:00,6
Training_20436888.jpg,enojado,2022-09-09 07:00:00,10
Training_20445632.jpg,enojado,2022-09-23 15:00:00,7
Training_20463939.jpg,enojado,2022-09-11 09:00:00,6
Training_20501161.jpg,emocion_desconocida,2022-09-30 14:00:00,0
Training_20531010.jpg,enojado,2022-09-14 13:00:00,4
Training_20556787.jpg,enojado,2022-09-15 10:00:00,0
Training_20583731.jpg,enojado,2022-09-13 22:00:00,7
Training_20614593.jpg,enojado,2022-09-15 13:00:00,5
Training_20614662.jpg,enojado,2022-09-03 11:00:00,1
