t_id,atraccion,comienzo_atraccion,tiempo_de_espera,id_visitante
Training_98000381.jpg,Mansión Embrujada,399,8,5
Training_18375779.jpg,Araña Saltarina,695,11,5
Training_25912105.jpg,Safari Salvaje,72,13,5
Training_33315056.jpg,Safari Salvaje,600,10,5
Training_5453423.jpg,Cascada Encantada,379,12,5
Training_77982832.jpg,Mansión Embrujada,408,12,5
Training_12918469.jpg,Carrera de Autos Locos,548,8,5
Training_14078248.jpg,Mansión Embrujada,175,18,5
Training_36557536.jpg,Caravana de Aventuras,535,18,5
Training_36725406.jpg,Laberinto de Sueños,629,19,5
Training_41454428.jpg,Vuelo Mágico,395,15,5
Training_69898122.jpg,Simulador Espacial 3D,122,12,5
Training_9925349.jpg,Fiesta de los Dulces,709,15,5
Training_13009130.jpg,Viaje al Centro de la Tierra,606,13,5
Training_21050219.jpg,Rueda de la Fortuna,227,16,5
Training_29858227.jpg,Carros Chocones Divertidos,343,16,5
Training_70265936.jpg,Aventuras Acuáticas,129,9,5
Training_83848798.jpg,Montaña del Misterio,503,7,5
Training_47173336.jpg,Mundo de las Maravillas,676,18,5
Training_55847949.jpg,Circuito Veloz,376,9,5
Training_93101774.jpg,Dragón Volador,433,10,5
PublicTest_43169549.jpg,Vuelta al Mundo en 80 Días,114,16,5
Training_10161559.jpg,Fiesta de los Dulces,715,12,6
Training_25957924.jpg,Circuito Veloz,428,11,6
Training_25979060.jpg,Aventuras Acuáticas,473,10,6
Training_30337890.jpg,Mundo de las Maravillas,538,16,6
Training_44830316.jpg,Cascada Encantada,270,9,6
Training_51885310.jpg,Torbellino Espacial,518,6,6
Training_60986125.jpg,Torbellino Espacial,503,10,6
Training_62362932.jpg,Mundo de las Maravillas,80,8,6
Training_6971336.jpg,Carrera de Autos Locos,69,10,6
Training_22868376.jpg,Caravana de Aventuras,434,19,6
Training_26552601.jpg,Fiesta de los Dulces,682,11,6
Training_28677017.jpg,Dragón Volador,236,10,6
Training_42037605.jpg,Simulador Espacial 3D,403,11,6
Training_70760624.jpg,Montaña del Misterio,672,19,6
Training_87335410.jpg,Dragón Volador,212,11,6
Training_12302906.jpg,Caravana de Aventuras,18,11,6
Training_36695637.jpg,Gran Caída Libre,664,15,6
Training_5349872.jpg,Dragón Volador,188,13,6
Training_6008930.jpg,Caravana de Aventuras,120,12,6
Training_77128306.jpg,Vuelta al Mundo en 80 Días,416,17,6
Training_77465577.jpg,Barco Pirata Misterioso,464,19,6
Training_91592034.jpg,Cascada Encantada,145,13,6
Training_3119601.jpg,Cohetes Galácticos,131,4,6
Training_25660075.jpg,Fiesta de los Dulces,529,14,6
Training_2900169.jpg,Fiesta de los Dulces,268,10,6
Training_7920978.jpg,Carrusel Encantado,129,14,6
Training_96149283.jpg,Cohetes Galácticos,30,11,6
Training_17123874.jpg,Rueda de la Fortuna,319,11,6
PublicTest_24489785.jpg,Simulador Espacial 3D,124,15,6
PublicTest_85118178.jpg,Carros Chocones Divertidos,609,11,6
Training_1021836.jpg,Tobogán del Arco Iris,301,17,7
Training_15466417.jpg,Circuito Veloz,221,10,7
Training_19595003.jpg,Circuito Veloz,78,14,7
Training_54086407.jpg,Tirolina Extrema,432,12,7
Training_73833007.jpg,Carros Chocones Divertidos,577,7,7
Training_9570645.jpg,Mundo de las Maravillas,6,12,7
Training_98997562.jpg,Araña Saltarina,234,15,7
Training_13292144.jpg,Cascada Encantada,397,12,7
Training_15309290.jpg,Dragón Volador,469,20,7
Training_29017000.jpg,Espejos de la Risueña,641,12,7
Training_74697679.jpg,Montaña Rusa de la Luna,607,3,7
Training_82880182.jpg,Tirolina Extrema,380,17,7
Training_18787866.jpg,Gran Caída Libre,323,17,7
Training_22275808.jpg,Mundo de las Maravillas,442,13,7
Training_28451921.jpg,Simulador Espacial 3D,70,11,7
Training_28801334.jpg,Cúpula Estelar,78,13,7
Training_31446845.jpg,Montaña Rusa de la Luna,160,19,7
Training_32034953.jpg,Viaje al Centro de la Tierra,628,14,7
Training_46757857.jpg,Safari Salvaje,612,18,7
Training_5937598.jpg,Simulador Espacial 3D,180,16,7
Training_64648532.jpg,Tirolina Extrema,26,12,7
Training_11758836.jpg,Rueda de la Fortuna,544,12,7
Training_12134104.jpg,Viaje al Centro de la Tierra,349,12,7
Training_12498684.jpg,Fiesta de los Dulces,97,18,7
Training_21161378.jpg,Jardín de las Hadas,480,8,7
Training_58665762.jpg,Araña Saltarina,616,17,7
Training_16553115.jpg,Cúpula Estelar,533,10,7
Training_21297515.jpg,Cohetes Galácticos,673,14,7
PublicTest_82925571.jpg,Vuelo Mágico,48,11,7
PublicTest_46731402.jpg,Circuito Veloz,35,13,7
PrivateTest_53534458.jpg,Tobogán del Arco Iris,705,16,7
PrivateTest_80960922.jpg,Vuelo Mágico,263,19,7
Training_10269675.jpg,Laberinto de Sueños,415,13,8
Training_11576563.jpg,Mansión Embrujada,452,7,8
Training_11990539.jpg,Circuito Veloz,689,14,8
Training_18766042.jpg,Araña Saltarina,502,19,8
Training_22662478.jpg,Cine 4D Emocionante,409,6,8
Training_23854394.jpg,Montaña del Misterio,518,11,8
Training_96672251.jpg,Barco Pirata Misterioso,241,9,8
Training_23759223.jpg,Jardín de las Hadas,431,13,8
Training_3573297.jpg,Cohetes Galácticos,561,12,8
Training_58353816.jpg,Espejos de la Risueña,236,9,8
Training_6044803.jpg,Espejos de la Risueña,362,4,8
Training_80735344.jpg,Espejos de la Risueña,37,6,8
Training_85976655.jpg,Tirolina Extrema,449,14,8
Training_90019797.jpg,Araña Saltarina,696,9,8
Training_22805885.jpg,Safari Salvaje,250,11,8
Training_93177841.jpg,Rápido del Trueno,15,12,8
Training_13658077.jpg,Montaña del Misterio,566,17,8
Training_15858912.jpg,Rueda de la Fortuna,466,16,8
Training_27035614.jpg,Rueda de la Fortuna,338,10,8
Training_24360152.jpg,Aventuras Acuáticas,416,5,8
Training_39551863.jpg,Cine 4D Emocionante,371,14,8
Training_64798486.jpg,Carrusel Encantado,289,13,8
PublicTest_82552414.jpg,Viaje al Centro de la Tierra,344,15,8
PublicTest_22477942.jpg,Jardín de las Hadas,598,9,8
PublicTest_32658045.jpg,Cascada Encantada,212,20,8
PrivateTest_49758740.jpg,Barco Pirata Misterioso,283,10,8
PublicTest_90946837.jpg,Araña Saltarina,3,5,8
PrivateTest_44387244.jpg,Cohetes Galácticos,506,16,8
PrivateTest_98453427.jpg,Jardín de las Hadas,382,17,8
Training_10278738.jpg,Rueda de la Fortuna,458,13,9
Training_14054767.jpg,Gran Caída Libre,550,12,9
Training_14621559.jpg,Mundo de las Maravillas,63,20,9
Training_1500617.jpg,Torbellino Espacial,263,6,9
Training_22407840.jpg,Cúpula Estelar,638,16,9
Training_25941890.jpg,Vuelo Mágico,618,18,9
Training_3480868.jpg,Rueda de la Fortuna,583,4,9
Training_35227874.jpg,Aventuras Acuáticas,388,14,9
Training_38557671.jpg,Cúpula Estelar,282,15,9
Training_43485342.jpg,Mundo de las Maravillas,188,9,9
Training_44019301.jpg,Vuelta al Mundo en 80 Días,21,13,9
Training_59953801.jpg,Rueda de la Fortuna,273,15,9
Training_63330481.jpg,Montaña Rusa de la Luna,647,17,9
Training_79786106.jpg,Vuelo Mágico,405,15,9
Training_81438547.jpg,Torbellino Espacial,629,16,9
Training_3082951.jpg,Jardín de las Hadas,239,5,9
Training_30962418.jpg,Cascada Encantada,507,12,9
Training_40636222.jpg,Tren del Terror,355,12,9
Training_49607398.jpg,Barco Pirata Misterioso,318,16,9
Training_55213475.jpg,Tirolina Extrema,272,12,9
Training_80171012.jpg,Vuelta al Mundo en 80 Días,99,12,9
Training_9433235.jpg,Jardín de las Hadas,176,19,9
Training_11164844.jpg,Laberinto de Sueños,214,10,9
Training_14669195.jpg,Cúpula Estelar,19,17,9
Training_21590511.jpg,Caravana de Aventuras,331,7,9
Training_47828209.jpg,Cohetes Galácticos,707,7,9
Training_48142094.jpg,Simulador Espacial 3D,418,5,9
Training_48209345.jpg,Torbellino Espacial,399,2,9
Training_77976444.jpg,Fiesta de los Dulces,298,21,9
Training_96866302.jpg,Vuelo Mágico,254,6,9
Training_53161413.jpg,Cohetes Galácticos,616,17,9
PublicTest_90129237.jpg,Laberinto de Sueños,563,9,9
PublicTest_32023453.jpg,Cine 4D Emocionante,302,13,9
PrivateTest_52900614.jpg,Mansión Embrujada,319,18,9
PublicTest_48364789.jpg,Cúpula Estelar,505,10,9
PublicTest_69843457.jpg,Torbellino Espacial,677,12,9
PrivateTest_71175068.jpg,Tirolina Extrema,516,11,9
PublicTest_92242142.jpg,Fiesta de los Dulces,21,7,9
Training_10290703.jpg,Fiesta de los Dulces,104,13,10
Training_19103814.jpg,Cúpula Estelar,581,5,10
Training_27785233.jpg,Espejos de la Risueña,497,10,10
Training_36795431.jpg,Cascada Encantada,328,19,10
Training_43438109.jpg,Cohetes Galácticos,481,4,10
Training_56677459.jpg,Circus Fantástico,60,13,10
Training_64388896.jpg,Espejos de la Risueña,576,10,10
Training_64992219.jpg,Rápido del Trueno,103,11,10
Training_74292043.jpg,Rápido del Trueno,384,7,10
Training_90018042.jpg,Dragón Volador,374,15,10
Training_29782340.jpg,Viaje al Centro de la Tierra,202,10,10
Training_40907405.jpg,Rápido del Trueno,478,13,10
Training_42312801.jpg,Vuelta al Mundo en 80 Días,653,12,10
Training_55945756.jpg,Espejos de la Risueña,225,20,10
Training_74264970.jpg,Torbellino Espacial,267,4,10
Training_94131837.jpg,Viaje al Centro de la Tierra,402,17,10
Training_98459017.jpg,Jardín de las Hadas,259,13,10
Training_12375272.jpg,Fiesta de los Dulces,629,12,10
Training_13990170.jpg,Carrusel Encantado,493,12,10
Training_46120187.jpg,Montaña del Misterio,356,20,10
Training_52023624.jpg,Laberinto de Sueños,534,14,10
Training_90487023.jpg,Montaña del Misterio,35,11,10
Training_99605415.jpg,Circus Fantástico,372,8,10
Training_22002519.jpg,Cine 4D Emocionante,355,5,10
Training_27185781.jpg,Cohetes Galácticos,53,17,10
Training_49115160.jpg,Cine 4D Emocionante,251,11,10
Training_75065805.jpg,Circuito Veloz,420,21,10
Training_83332359.jpg,Safari Salvaje,248,7,10
Training_24953459.jpg,Barco Pirata Misterioso,20,13,10
Training_40135555.jpg,Mundo de las Maravillas,343,6,10
Training_58533722.jpg,Gran Caída Libre,650,13,10
PublicTest_49302808.jpg,Caravana de Aventuras,543,6,10
PublicTest_91481838.jpg,Rueda de la Fortuna,197,9,10
PrivateTest_21475770.jpg,Fiesta de los Dulces,377,14,10
PublicTest_10709121.jpg,Gran Caída Libre,506,12,10
Training_10295477.jpg,Torbellino Espacial,184,20,11
Training_14417147.jpg,Selva Encantada,172,14,11
Training_15311033.jpg,Rueda de la Fortuna,437,10,11
Training_30549878.jpg,Circus Fantástico,513,17,11
Training_37967715.jpg,Barco Pirata Misterioso,460,10,11
Training_43678585.jpg,Carrusel Encantado,85,12,11
Training_52020878.jpg,Rápido del Trueno,294,16,11
Training_6506913.jpg,Espejos de la Risueña,408,17,11
Training_6815405.jpg,Carrusel Encantado,9,17,11
Training_73990468.jpg,Circuito Veloz,158,9,11
Training_87636016.jpg,Circus Fantástico,244,11,11
Training_87875595.jpg,Dragón Volador,695,10,11
Training_96859053.jpg,Selva Encantada,523,12,11
Training_18811387.jpg,Circuito Veloz,360,14,11
Training_30944761.jpg,Mansión Embrujada,516,9,11
Training_56563285.jpg,Cohetes Galácticos,59,8,11
Training_97922976.jpg,Tren del Terror,629,14,11
Training_98930348.jpg,Laberinto de Sueños,284,14,11
Training_12630394.jpg,Mansión Embrujada,255,9,11
Training_51683025.jpg,Circus Fantástico,542,8,11
Training_55338326.jpg,Circus Fantástico,432,10,11
Training_57684401.jpg,Carros Chocones Divertidos,706,11,11
Training_64809371.jpg,Cine 4D Emocionante,268,11,11
Training_90810939.jpg,Aventuras Acuáticas,189,18,11
Training_92216142.jpg,Selva Encantada,355,13,11
Training_95890455.jpg,Araña Saltarina,246,12,11
Training_97834497.jpg,Fiesta de los Dulces,54,11,11
Training_18417999.jpg,Laberinto de Sueños,488,5,11
Training_99019653.jpg,Fiesta de los Dulces,605,7,11
Training_28852731.jpg,Tobogán del Arco Iris,351,13,11
Training_15146606.jpg,Cohetes Galácticos,652,12,11
PrivateTest_56425128.jpg,Montaña Rusa de la Luna,563,15,11
PublicTest_25271883.jpg,Carros Chocones Divertidos,249,14,11
PublicTest_66548039.jpg,Rápido del Trueno,466,14,11
PublicTest_24738517.jpg,Caravana de Aventuras,71,11,11
Training_10315441.jpg,Tren del Terror,221,13,12
Training_14525872.jpg,Rueda de la Fortuna,332,12,12
Training_31734020.jpg,Barco Pirata Misterioso,24,12,12
Training_32392069.jpg,Espejos de la Risueña,531,9,12
Training_3598867.jpg,Cúpula Estelar,85,17,12
Training_38455066.jpg,Safari Salvaje,616,6,12
Training_40376269.jpg,Carrera de Autos Locos,75,18,12
Training_46004786.jpg,Montaña del Misterio,573,20,12
Training_51021087.jpg,Carrusel Encantado,591,15,12
Training_56803130.jpg,Cascada Encantada,95,16,12
Training_7326263.jpg,Circus Fantástico,707,16,12
Training_8913468.jpg,Araña Saltarina,669,12,12
Training_94952701.jpg,Carros Chocones Divertidos,660,15,12
Training_95101318.jpg,Mundo de las Maravillas,581,12,12
Training_20052779.jpg,Selva Encantada,419,9,12
Training_20431293.jpg,Cine 4D Emocionante,247,12,12
Training_6000078.jpg,Selva Encantada,667,17,12
Training_75208855.jpg,Espejos de la Risueña,169,11,12
Training_977035.jpg,Mundo de las Maravillas,232,10,12
Training_31040721.jpg,Vuelo Mágico,238,17,12
Training_44116654.jpg,Circuito Veloz,564,8,12
Training_55890999.jpg,Mansión Embrujada,605,18,12
Training_63766664.jpg,Cine 4D Emocionante,664,14,12
Training_72115913.jpg,Carros Chocones Divertidos,148,11,12
Training_73165240.jpg,Gran Caída Libre,41,17,12
Training_88607818.jpg,Selva Encantada,180,7,12
Training_16541992.jpg,Gran Caída Libre,143,17,12
Training_21671343.jpg,Montaña del Misterio,327,10,12
Training_2885251.jpg,Viaje al Centro de la Tierra,577,10,12
Training_36998606.jpg,Carrera de Autos Locos,474,13,12
Training_61076514.jpg,Circus Fantástico,243,12,12
Training_85921516.jpg,Araña Saltarina,381,7,12
Training_73972027.jpg,Laberinto de Sueños,276,6,12
Training_97152761.jpg,Vuelta al Mundo en 80 Días,343,16,12
PublicTest_55521436.jpg,Circuito Veloz,633,12,12
PrivateTest_70820178.jpg,Selva Encantada,698,13,12
Training_10316849.jpg,Mansión Embrujada,443,14,13
Training_13325591.jpg,Torbellino Espacial,362,22,13
Training_24061789.jpg,Fiesta de los Dulces,73,11,13
Training_29485725.jpg,Rápido del Trueno,131,9,13
Training_32846605.jpg,Vuelta al Mundo en 80 Días,451,10,13
Training_5066738.jpg,Tren del Terror,256,14,13
Training_52570744.jpg,Rápido del Trueno,343,11,13
Training_60016886.jpg,Cúpula Estelar,672,7,13
Training_64909824.jpg,Simulador Espacial 3D,2,12,13
Training_74905937.jpg,Tirolina Extrema,93,11,13
Training_85348715.jpg,Montaña Rusa de la Luna,466,16,13
Training_87929279.jpg,Tobogán del Arco Iris,639,6,13
Training_31858383.jpg,Simulador Espacial 3D,676,13,13
Training_33739300.jpg,Circus Fantástico,648,13,13
Training_6507114.jpg,Vuelta al Mundo en 80 Días,589,16,13
Training_85481673.jpg,Vuelo Mágico,612,9,13
Training_26702987.jpg,Tobogán del Arco Iris,395,8,13
Training_27185926.jpg,Laberinto de Sueños,571,16,13
Training_3241567.jpg,Mansión Embrujada,390,13,13
Training_49275548.jpg,Espejos de la Risueña,246,10,13
Training_51719990.jpg,Torbellino Espacial,564,6,13
Training_68796397.jpg,Cohetes Galácticos,147,9,13
Training_74793686.jpg,Tobogán del Arco Iris,403,7,13
Training_44671870.jpg,Carros Chocones Divertidos,511,11,13
Training_70947641.jpg,Tirolina Extrema,681,14,13
Training_73979475.jpg,Rápido del Trueno,229,14,13
Training_86870637.jpg,Jardín de las Hadas,175,13,13
Training_18868898.jpg,Circus Fantástico,588,9,13
Training_29167646.jpg,Caravana de Aventuras,92,8,13
Training_98993348.jpg,Circus Fantástico,225,8,13
Training_53914515.jpg,Gran Caída Libre,392,17,13
Training_61200394.jpg,Montaña Rusa de la Luna,126,10,13
PrivateTest_76030608.jpg,Cascada Encantada,366,17,13
PrivateTest_83521964.jpg,Safari Salvaje,34,1,13
Training_15752571.jpg,Gran Caída Libre,145,21,14
Training_18829072.jpg,Carrusel Encantado,98,15,14
Training_19037832.jpg,Cohetes Galácticos,373,5,14
Training_36482168.jpg,Rueda de la Fortuna,299,13,14
Training_58947716.jpg,Safari Salvaje,268,10,14
Training_77632091.jpg,Mansión Embrujada,357,7,14
Training_85955324.jpg,Cúpula Estelar,54,10,14
Training_29683994.jpg,Vuelo Mágico,25,12,14
Training_77446866.jpg,Fiesta de los Dulces,463,10,14
Training_21058621.jpg,Araña Saltarina,75,10,14
Training_23929483.jpg,Cascada Encantada,139,9,14
Training_32778118.jpg,Carros Chocones Divertidos,69,8,14
Training_593915.jpg,Laberinto de Sueños,420,8,14
Training_64246079.jpg,Viaje al Centro de la Tierra,607,9,14
Training_76861998.jpg,Montaña del Misterio,557,17,14
Training_91282946.jpg,Fiesta de los Dulces,400,11,14
Training_36922060.jpg,Circus Fantástico,425,16,14
Training_39657861.jpg,Barco Pirata Misterioso,97,11,14
Training_44100624.jpg,Dragón Volador,269,9,14
Training_50207076.jpg,Montaña del Misterio,64,13,14
Training_55434394.jpg,Laberinto de Sueños,382,8,14
Training_69816268.jpg,Caravana de Aventuras,332,10,14
Training_88482385.jpg,Montaña Rusa de la Luna,320,9,14
Training_88926203.jpg,Mansión Embrujada,215,16,14
Training_94517827.jpg,Caravana de Aventuras,571,10,14
Training_22148444.jpg,Aventuras Acuáticas,270,18,14
Training_34840603.jpg,Mundo de las Maravillas,696,14,14
Training_41431027.jpg,Tirolina Extrema,456,9,14
Training_72098206.jpg,Torbellino Espacial,529,8,14
Training_56807723.jpg,Rueda de la Fortuna,99,3,14
Training_86273887.jpg,Cúpula Estelar,705,13,14
Training_68251712.jpg,Tobogán del Arco Iris,27,13,14
Training_79789842.jpg,Mundo de las Maravillas,487,9,14
PrivateTest_50479717.jpg,Circuito Veloz,438,11,14
PublicTest_4971720.jpg,Cohetes Galácticos,186,20,14
PublicTest_81549573.jpg,Rueda de la Fortuna,400,11,14
PublicTest_17194400.jpg,Cohetes Galácticos,613,17,14
Training_10334355.jpg,Laberinto de Sueños,362,14,15
Training_15933141.jpg,Vuelta al Mundo en 80 Días,298,21,15
Training_20940258.jpg,Rueda de la Fortuna,101,16,15
Training_36365391.jpg,Cohetes Galácticos,228,11,15
Training_72167097.jpg,Cine 4D Emocionante,688,15,15
Training_84701834.jpg,Fiesta de los Dulces,201,15,15
Training_81772924.jpg,Rueda de la Fortuna,195,11,15
Training_85767348.jpg,Selva Encantada,31,14,15
Training_10283876.jpg,Tren del Terror,286,19,15
Training_15315783.jpg,Cúpula Estelar,392,15,15
Training_40388327.jpg,Viaje al Centro de la Tierra,472,13,15
Training_57546448.jpg,Jardín de las Hadas,39,14,15
Training_61468663.jpg,Rueda de la Fortuna,279,8,15
Training_71879183.jpg,Simulador Espacial 3D,303,16,15
Training_93275470.jpg,Tren del Terror,346,11,15
Training_283630.jpg,Espejos de la Risueña,65,12,15
Training_39742138.jpg,Cohetes Galácticos,230,21,15
Training_48562024.jpg,Tirolina Extrema,464,15,15
Training_7419796.jpg,Barco Pirata Misterioso,315,15,15
Training_53194972.jpg,Montaña del Misterio,453,19,15
Training_36361853.jpg,Circus Fantástico,235,7,15
Training_59660485.jpg,Mundo de las Maravillas,614,13,15
Training_61464902.jpg,Espejos de la Risueña,609,18,15
Training_66092447.jpg,Caravana de Aventuras,78,14,15
Training_83065822.jpg,Mundo de las Maravillas,547,11,15
Training_86063910.jpg,Araña Saltarina,483,20,15
Training_31691405.jpg,Cúpula Estelar,142,21,15
Training_90880533.jpg,Simulador Espacial 3D,694,12,15
Training_96287206.jpg,Carrusel Encantado,603,15,15
PrivateTest_46407735.jpg,Barco Pirata Misterioso,505,9,15
PrivateTest_66928656.jpg,Rápido del Trueno,549,12,15
PrivateTest_8109968.jpg,Torbellino Espacial,442,9,15
PrivateTest_25207883.jpg,Tobogán del Arco Iris,651,10,15
Training_10345473.jpg,Carrera de Autos Locos,230,13,16
Training_15784307.jpg,Fiesta de los Dulces,239,6,16
Training_19321092.jpg,Rueda de la Fortuna,-1,12,16
Training_44888941.jpg,Araña Saltarina,707,9,16
Training_65623913.jpg,Safari Salvaje,45,9,16
Training_72166551.jpg,Montaña del Misterio,616,15,16
Training_78177565.jpg,Dragón Volador,421,12,16
Training_88027194.jpg,Montaña Rusa de la Luna,43,18,16
Training_37238169.jpg,Carrusel Encantado,565,8,16
Training_41052937.jpg,Cine 4D Emocionante,19,7,16
Training_48942887.jpg,Mansión Embrujada,342,9,16
Training_58418738.jpg,Gran Caída Libre,105,8,16
Training_69993467.jpg,Dragón Volador,197,16,16
Training_72346301.jpg,Cohetes Galácticos,313,2,16
Training_82067589.jpg,Caravana de Aventuras,617,10,16
Training_10265501.jpg,Viaje al Centro de la Tierra,190,16,16
Training_36648707.jpg,Cine 4D Emocionante,389,19,16
Training_4351422.jpg,Cascada Encantada,90,9,16
Training_354740.jpg,Cúpula Estelar,266,4,16
Training_55606268.jpg,Cúpula Estelar,497,13,16
Training_61029987.jpg,Tren del Terror,538,13,16
Training_6315722.jpg,Laberinto de Sueños,344,6,16
Training_32577997.jpg,Selva Encantada,444,13,16
Training_33784089.jpg,Fiesta de los Dulces,334,19,16
Training_40639165.jpg,Circus Fantástico,125,5,16
Training_86534033.jpg,Mundo de las Maravillas,267,11,16
Training_15995499.jpg,Vuelo Mágico,275,12,16
Training_54112067.jpg,Cine 4D Emocionante,498,13,16
Training_67736313.jpg,Safari Salvaje,70,15,16
Training_10422050.jpg,Vuelo Mágico,157,10,17
Training_14820944.jpg,Simulador Espacial 3D,694,11,17
Training_17385604.jpg,Mundo de las Maravillas,13,8,17
Training_3576531.jpg,Laberinto de Sueños,190,19,17
Training_45996119.jpg,Vuelo Mágico,559,10,17
Training_57727106.jpg,Cúpula Estelar,383,14,17
Training_6310681.jpg,Mansión Embrujada,144,14,17
Training_64620568.jpg,Tren del Terror,74,15,17
Training_70836368.jpg,Laberinto de Sueños,535,15,17
Training_78745676.jpg,Tirolina Extrema,611,14,17
Training_99747835.jpg,Aventuras Acuáticas,179,11,17
Training_57692374.jpg,Barco Pirata Misterioso,693,12,17
Training_11596256.jpg,Torbellino Espacial,705,11,17
Training_18433360.jpg,Cine 4D Emocionante,602,11,17
Training_21311958.jpg,Dragón Volador,671,9,17
Training_34642216.jpg,Aventuras Acuáticas,8,9,17
Training_67095352.jpg,Cascada Encantada,246,13,17
Training_81276282.jpg,Safari Salvaje,59,23,17
Training_87723970.jpg,Laberinto de Sueños,642,13,17
Training_96800165.jpg,Carrusel Encantado,94,10,17
Training_37560930.jpg,Viaje al Centro de la Tierra,300,17,17
Training_4404092.jpg,Vuelo Mágico,292,18,17
