t_id,id_visitante,atraccion,comienzo_atraccion_fecha_hora,tiempo_de_espera,tipo_entrada,coste,antelacion_de_compra
Training_87335410.jpg,4888,drag?n volador,2022-09-10 03:00:00,11,entrada infantil,14.84,0
Training_12302906.jpg,575,caravana de aventuras,2022-09-02 01:00:00,11,paquete vip,13.7,245
Training_36695637.jpg,20358,gran ca?da libre,2022-09-28 23:00:00,15,entrada individual,24.48,90
Training_5349872.jpg,21028,drag?n volador,2022-09-09 03:00:00,13,pase anual,19.22,274
Training_6008930.jpg,19908,caravana de aventuras,2022-09-06 07:00:00,12,pase anual,14.99,31
Training_77128306.jpg,30884,vuelta al mundo en 80 d?as,2022-09-18 15:00:00,17,entrada familiar,11.35,215
Training_77465577.jpg,25997,barco pirata misterioso,2022-09-20 15:00:00,19,pase rapido erroneo,21.75,119
Training_91592034.jpg,27225,cascada encantada,2022-09-07 08:00:00,13,entrada individual,16.25,0
Training_3119601.jpg,1409,cohetes gal?cticos,2022-09-06 18:00:00,4,pase r?pido,12.44,0
Training_25660075.jpg,10522,fiesta de los dulces,2022-09-23 08:00:00,14,pase anual,12.63,0
Training_2900169.jpg,14098,fiesta de los dulces,2022-09-12 11:00:00,10,paquete vip,17.78,0
Training_7920978.jpg,9184,carrusel encantado,2022-09-06 16:00:00,14,paquete vip,25.28,0
Training_96149283.jpg,31293,cohetes gal?cticos,2022-09-02 13:00:00,11,pase rapido erroneo,13.89,264
Training_17123874.jpg,13228,rueda de la fortuna,2022-09-14 14:00:00,11,entrada individual,8.54,185
PublicTest_24489785.jpg,11416,simulador espacial 3d,2022-09-06 11:00:00,15,pase anual,8.3,1
PublicTest_85118178.jpg,13179,carros chocones divertidos,2022-09-26 16:00:00,11,entrada infantil,19.54,263
Training_1021836.jpg,3226,tobog?n del arco iris,2022-09-13 20:00:00,17,entrada individual,20.5,271
Training_15466417.jpg,6108,circuito veloz,2022-09-10 12:00:00,10,entrada individual,21.5,0
Training_19595003.jpg,6482,circuito veloz,2022-09-04 13:00:00,14,entrada familiar,14.51,20
Training_54086407.jpg,15217,tirolina extrema,2022-09-19 07:00:00,12,pase anual,15.89,0
Training_73833007.jpg,12394,carros chocones divertidos,2022-09-25 08:00:00,7,entrada infantil,22.22,0
Training_81699068.jpg,4760,desconocido,2022-09-15 14:00:00,16,paquete vip,22.83,0
Training_9570645.jpg,16992,mundo de las maravillas,2022-09-01 13:00:00,12,paquete vip,31.93,0
Training_98997562.jpg,20790,ara?a saltarina,2022-09-11 01:00:00,15,paquete vip,14.84,51
Training_13292144.jpg,12764,cascada encantada,2022-09-17 20:00:00,12,entrada infantil,23.13,38
Training_15309290.jpg,12113,drag?n volador,2022-09-20 20:00:00,20,paquete vip,23.14,214
Training_29017000.jpg,830,espejos de la risue?a,2022-09-28 00:00:00,12,pase anual,18.14,178
Training_74697679.jpg,18750,monta?a rusa de la luna,2022-09-26 14:00:00,3,pase rapido erroneo,15.22,132
Training_82880182.jpg,14290,tirolina extrema,2022-09-17 03:00:00,17,pase r?pido,11.0,0
Training_18787866.jpg,7971,gran ca?da libre,2022-09-14 18:00:00,17,entrada individual,17.6,1
Training_22275808.jpg,20154,mundo de las maravillas,2022-09-19 17:00:00,13,entrada familiar,18.06,0
Training_28451921.jpg,2040,simulador espacial 3d,2022-09-04 05:00:00,11,pase anual,8.48,289
Training_28801334.jpg,20165,c?pula estelar,2022-09-04 13:00:00,13,entrada familiar,24.52,0
Training_31446845.jpg,17398,monta?a rusa de la luna,2022-09-07 23:00:00,19,entrada individual,13.51,21
Training_32034953.jpg,360,viaje al centro de la tierra,2022-09-27 11:00:00,14,pase r?pido,18.01,1
Training_46757857.jpg,5981,safari salvaje,2022-09-26 19:00:00,18,entrada individual,19.62,0
Training_5937598.jpg,10875,simulador espacial 3d,2022-09-08 19:00:00,16,pase anual,16.94,260
Training_64648532.jpg,24518,tirolina extrema,2022-09-02 09:00:00,12,entrada individual,16.45,0
Training_11758836.jpg,11019,rueda de la fortuna,2022-09-23 23:00:00,12,paquete vip,16.65,0
Training_12134104.jpg,16051,viaje al centro de la tierra,2022-09-15 20:00:00,12,pase r?pido,13.44,0
Training_12498684.jpg,16871,fiesta de los dulces,2022-09-05 08:00:00,18,entrada individual,15.81,172
Training_21161378.jpg,14254,jard?n de las hadas,2022-09-21 07:00:00,8,pase rapido erroneo,14.15,315
Training_58665762.jpg,31909,ara?a saltarina,2022-09-26 23:00:00,17,entrada infantil,15.21,1
Training_16553115.jpg,10235,c?pula estelar,2022-09-23 12:00:00,10,pase anual,5.31,0
Training_21297515.jpg,31278,cohetes gal?cticos,2022-09-29 08:00:00,14,pase r?pido,16.36,0
PublicTest_82925571.jpg,227,vuelo m?gico,2022-09-03 07:00:00,11,pase rapido erroneo,20.97,238
PublicTest_46731402.jpg,15328,circuito veloz,2022-09-02 18:00:00,13,entrada infantil,20.64,130
PrivateTest_53534458.jpg,215,tobog?n del arco iris,2022-09-30 16:00:00,16,paquete vip,14.53,232
PrivateTest_80960922.jpg,9613,vuelo m?gico,2022-09-12 06:00:00,19,pase anual,17.32,87
Training_10269675.jpg,7170,laberinto de sue?os,2022-09-18 14:00:00,13,entrada individual,12.88,0
Training_11576563.jpg,2473,mansi?n embrujada,2022-09-20 03:00:00,7,pase anual,14.26,5
Training_11990539.jpg,12417,circuito veloz,2022-09-30 00:00:00,14,entrada familiar,26.13,0
Training_18766042.jpg,14635,ara?a saltarina,2022-09-22 05:00:00,19,entrada familiar,20.48,183
Training_22662478.jpg,21091,cine 4d emocionante,2022-09-18 08:00:00,6,entrada infantil,7.13,285
Training_23854394.jpg,25440,monta?a del misterio,2022-09-22 21:00:00,11,pase rapido erroneo,29.6,182
Training_96672251.jpg,15107,barco pirata misterioso,2022-09-11 08:00:00,9,pase r?pido,14.7,0
Training_23759223.jpg,20350,jard?n de las hadas,2022-09-19 06:00:00,13,entrada familiar,20.83,0
Training_3573297.jpg,1905,cohetes gal?cticos,2022-09-24 16:00:00,12,paquete vip,23.74,97
Training_58353816.jpg,2331,espejos de la risue?a,2022-09-11 03:00:00,9,pase rapido erroneo,20.26,210
Training_6044803.jpg,22143,espejos de la risue?a,2022-09-16 09:00:00,4,entrada individual,18.07,22
Training_80735344.jpg,8030,espejos de la risue?a,2022-09-02 20:00:00,6,entrada individual,26.35,1
Training_85976655.jpg,19332,tirolina extrema,2022-09-20 00:00:00,14,entrada familiar,12.81,223
Training_90019797.jpg,20600,ara?a saltarina,2022-09-30 07:00:00,9,entrada infantil,16.77,137
Training_22805885.jpg,4833,safari salvaje,2022-09-11 17:00:00,11,entrada infantil,19.39,116
Training_48006396.jpg,23102,desconocido,2022-09-20 10:00:00,3,pase rapido erroneo,14.69,122
Training_93177841.jpg,15510,r?pido del trueno,2022-09-01 22:00:00,12,entrada familiar,13.83,201
Training_13658077.jpg,29757,monta?a del misterio,2022-09-24 21:00:00,17,pase rapido erroneo,17.81,91
Training_15858912.jpg,14809,rueda de la fortuna,2022-09-20 17:00:00,16,paquete vip,13.23,262
Training_27035614.jpg,4773,rueda de la fortuna,2022-09-15 09:00:00,10,entrada familiar,21.97,36
Training_24360152.jpg,11301,aventuras acu?ticas,2022-09-18 15:00:00,5,pase rapido erroneo,22.91,317
Training_39551863.jpg,23070,cine 4d emocionante,2022-09-16 18:00:00,14,paquete vip,13.76,137
Training_64798486.jpg,29307,carrusel encantado,2022-09-13 08:00:00,13,paquete vip,13.68,2
PublicTest_82552414.jpg,7274,viaje al centro de la tierra,2022-09-15 15:00:00,15,entrada infantil,21.74,27
PublicTest_22477942.jpg,21674,jard?n de las hadas,2022-09-26 05:00:00,9,pase rapido erroneo,22.69,249
PublicTest_32658045.jpg,18548,cascada encantada,2022-09-10 03:00:00,20,pase rapido erroneo,5.54,146
PrivateTest_49758740.jpg,13270,barco pirata misterioso,2022-09-13 02:00:00,10,entrada infantil,10.41,181
PublicTest_90946837.jpg,1394,ara?a saltarina,2022-09-01 10:00:00,5,entrada familiar,12.06,298
PrivateTest_44387244.jpg,21778,cohetes gal?cticos,2022-09-22 09:00:00,16,pase rapido erroneo,21.52,259
PrivateTest_98453427.jpg,8787,jard?n de las hadas,2022-09-17 05:00:00,17,pase rapido erroneo,27.07,310
Training_10278738.jpg,26480,rueda de la fortuna,2022-09-20 09:00:00,13,entrada familiar,13.68,0
Training_14054767.jpg,29025,gran ca?da libre,2022-09-24 05:00:00,12,entrada individual,13.85,187
Training_14621559.jpg,23012,mundo de las maravillas,2022-09-03 22:00:00,20,paquete vip,10.41,0
Training_1500617.jpg,23409,torbellino espacial,2022-09-12 06:00:00,6,paquete vip,18.07,0
Training_22407840.jpg,4254,c?pula estelar,2022-09-27 21:00:00,16,pase rapido erroneo,16.12,267
Training_25941890.jpg,29904,vuelo m?gico,2022-09-27 01:00:00,18,entrada individual,19.98,320
Training_3480868.jpg,15186,rueda de la fortuna,2022-09-25 14:00:00,4,paquete vip,18.57,0
Training_35227874.jpg,2706,aventuras acu?ticas,2022-09-17 11:00:00,14,entrada familiar,23.88,329
Training_38557671.jpg,19598,c?pula estelar,2022-09-13 01:00:00,15,paquete vip,10.27,65
Training_43485342.jpg,8647,mundo de las maravillas,2022-09-09 03:00:00,9,paquete vip,17.23,0
Training_44019301.jpg,18071,vuelta al mundo en 80 d?as,2022-09-02 04:00:00,13,paquete vip,24.16,102
Training_59953801.jpg,17298,rueda de la fortuna,2022-09-12 16:00:00,15,entrada infantil,11.17,7
Training_63330481.jpg,21531,monta?a rusa de la luna,2022-09-28 06:00:00,17,pase anual,24.53,132
Training_79786106.jpg,9595,vuelo m?gico,2022-09-18 04:00:00,15,entrada infantil,7.68,340
Training_81438547.jpg,10526,torbellino espacial,2022-09-27 12:00:00,16,entrada infantil,10.64,0
Training_27972185.jpg,4030,desconocido,2022-09-23 04:00:00,14,pase anual,22.61,203
Training_3082951.jpg,3418,jard?n de las hadas,2022-09-11 06:00:00,5,entrada familiar,26.51,330
Training_30962418.jpg,4852,cascada encantada,2022-09-22 10:00:00,12,paquete vip,10.63,291
Training_40636222.jpg,29102,tren del terror,2022-09-16 02:00:00,12,paquete vip,7.49,229
Training_49607398.jpg,28969,barco pirata misterioso,2022-09-14 13:00:00,16,paquete vip,12.3,338
Training_55213475.jpg,6851,tirolina extrema,2022-09-12 15:00:00,12,pase rapido erroneo,10.71,169
Training_80171012.jpg,31597,vuelta al mundo en 80 d?as,2022-09-05 10:00:00,12,paquete vip,11.83,162
Training_9433235.jpg,2807,jard?n de las hadas,2022-09-08 15:00:00,19,entrada infantil,13.88,2
Training_11164844.jpg,5798,laberinto de sue?os,2022-09-10 05:00:00,10,entrada infantil,15.27,1
Training_14669195.jpg,13056,c?pula estelar,2022-09-02 02:00:00,17,pase anual,15.01,153
Training_21590511.jpg,15293,caravana de aventuras,2022-09-15 02:00:00,7,pase rapido erroneo,15.26,345
Training_47828209.jpg,10205,cohetes gal?cticos,2022-09-30 18:00:00,7,pase anual,19.61,0
Training_48142094.jpg,4744,simulador espacial 3d,2022-09-18 17:00:00,5,pase anual,15.63,63
Training_48209345.jpg,21333,torbellino espacial,2022-09-17 22:00:00,2,paquete vip,12.94,188
Training_77976444.jpg,1574,fiesta de los dulces,2022-09-13 17:00:00,21,entrada infantil,19.46,258
Training_96866302.jpg,14514,vuelo m?gico,2022-09-11 21:00:00,6,entrada familiar,15.24,0
Training_53161413.jpg,11103,cohetes gal?cticos,2022-09-26 23:00:00,17,pase r?pido,21.21,1
PublicTest_90129237.jpg,7328,laberinto de sue?os,2022-09-24 18:00:00,9,pase rapido erroneo,26.43,286
PublicTest_32023453.jpg,8696,cine 4d emocionante,2022-09-13 21:00:00,13,pase anual,16.78,0
PrivateTest_52900614.jpg,14992,mansi?n embrujada,2022-09-14 14:00:00,18,entrada infantil,15.44,0
PublicTest_48364789.jpg,26266,c?pula estelar,2022-09-22 08:00:00,10,pase anual,24.45,107
PrivateTest_29873933.jpg,6241,desconocido,2022-09-16 19:00:00,14,entrada familiar,20.07,295
PublicTest_69843457.jpg,8789,torbellino espacial,2022-09-29 12:00:00,12,pase r?pido,11.05,0
PrivateTest_71175068.jpg,2584,tirolina extrema,2022-09-22 19:00:00,11,pase r?pido,13.05,0
PublicTest_92242142.jpg,23635,fiesta de los dulces,2022-09-02 04:00:00,7,pase anual,23.97,191
Training_10290703.jpg,11736,fiesta de los dulces,2022-09-05 15:00:00,13,paquete vip,20.41,7
Training_19103814.jpg,9430,c?pula estelar,2022-09-25 12:00:00,5,paquete vip,23.69,159
Training_27785233.jpg,16441,espejos de la risue?a,2022-09-22 00:00:00,10,entrada familiar,17.44,133
Training_36795431.jpg,4898,cascada encantada,2022-09-14 23:00:00,19,entrada individual,21.38,329
Training_43438109.jpg,12832,cohetes gal?cticos,2022-09-21 08:00:00,4,paquete vip,11.87,52
Training_56677459.jpg,25277,circus fant?stico,2022-09-03 19:00:00,13,pase rapido erroneo,22.21,299
Training_64388896.jpg,5659,espejos de la risue?a,2022-09-25 07:00:00,10,pase r?pido,17.44,0
Training_64992219.jpg,5353,r?pido del trueno,2022-09-05 14:00:00,11,entrada familiar,20.33,328
Training_74292043.jpg,7899,r?pido del trueno,2022-09-17 07:00:00,7,pase r?pido,21.67,2
Training_90018042.jpg,12574,drag?n volador,2022-09-16 21:00:00,15,entrada familiar,29.0,0
Training_17997300.jpg,26712,desconocido,2022-09-23 21:00:00,11,entrada individual,17.3,0
Training_29782340.jpg,23128,viaje al centro de la tierra,2022-09-09 17:00:00,10,entrada infantil,27.88,75
Training_40907405.jpg,11116,r?pido del trueno,2022-09-21 05:00:00,13,paquete vip,14.2,194
Training_42312801.jpg,3915,vuelta al mundo en 80 d?as,2022-09-28 12:00:00,12,pase r?pido,16.49,0
Training_55945756.jpg,2727,espejos de la risue?a,2022-09-10 16:00:00,20,paquete vip,20.7,2
Training_74264970.jpg,28535,torbellino espacial,2022-09-12 10:00:00,4,pase anual,13.67,0
Training_94131837.jpg,14291,viaje al centro de la tierra,2022-09-18 01:00:00,17,entrada familiar,16.52,0
Training_98459017.jpg,11277,jard?n de las hadas,2022-09-12 02:00:00,13,entrada familiar,21.53,349
Training_12375272.jpg,10026,fiesta de los dulces,2022-09-27 12:00:00,12,pase rapido erroneo,17.61,157
Training_13990170.jpg,24777,carrusel encantado,2022-09-21 20:00:00,12,entrada infantil,17.07,0
Training_46120187.jpg,22039,monta?a del misterio,2022-09-16 03:00:00,20,pase rapido erroneo,21.81,83
Training_52023624.jpg,23067,laberinto de sue?os,2022-09-23 13:00:00,14,entrada familiar,20.3,0
Training_90487023.jpg,30518,monta?a del misterio,2022-09-02 18:00:00,11,entrada individual,19.49,362
Training_99605415.jpg,19475,circus fant?stico,2022-09-16 19:00:00,8,entrada familiar,10.1,242
Training_22002519.jpg,14539,cine 4d emocionante,2022-09-16 02:00:00,5,entrada familiar,25.41,0
Training_27185781.jpg,19660,cohetes gal?cticos,2022-09-03 12:00:00,17,pase rapido erroneo,16.1,261
Training_49115160.jpg,10359,cine 4d emocionante,2022-09-11 18:00:00,11,entrada familiar,17.84,266
