t_id;procedencia;tipo
Training_86870637.jpg;Honduras;13
Training_18868898.jpg;Nicaragua;13
Training_29167646.jpg;España;13
Training_98993348.jpg;Uruguay;13
Training_53914515.jpg;España;13
Training_61200394.jpg;Guinea Ecuatorial;13
PrivateTest_76030608.jpg;Trinidad y Tobago;13
PrivateTest_83521964.jpg;España;13
Training_10333072.jpg;España;14
Training_15752571.jpg;España;14
Training_18829072.jpg;Alemania;14
Training_19037832.jpg;España;14
Training_19503940.jpg;España;14
Training_36482168.jpg;Uruguay;14
Training_58947716.jpg;Francia;14
Training_77632091.jpg;Francia;14
Training_85955324.jpg;España;14
Training_29683994.jpg;Venezuela;14
Training_77446866.jpg;Alemania;14
Training_21058621.jpg;España;14
Training_23929483.jpg;India;14
Training_32778118.jpg;India;14
Training_593915.jpg;Costa Rica;14
Training_64246079.jpg;Honduras;14
Training_76861998.jpg;Francia;14
Training_89998154.jpg;Francia;14
Training_91282946.jpg;Jamaica;14
Training_36922060.jpg;Alemania;14
Training_39657861.jpg;España;14
Training_44100624.jpg;España;14
Training_50207076.jpg;Uruguay;14
Training_55434394.jpg;Canadá;14
Training_69816268.jpg;Guatemala;14
Training_88482385.jpg;Uruguay;14
Training_88926203.jpg;Uruguay;14
Training_94517827.jpg;Nicaragua;14
Training_22148444.jpg;España;14
Training_34840603.jpg;España;14
Training_41431027.jpg;Nicaragua;14
Training_72098206.jpg;Nicaragua;14
Training_56807723.jpg;China;14
Training_86273887.jpg;Guinea-Bissau;14
Training_68251712.jpg;Uruguay;14
Training_79789842.jpg;India;14
PrivateTest_50479717.jpg;Perú;14
PublicTest_4971720.jpg;España;14
PublicTest_81549573.jpg;Filipinas;14
PublicTest_17194400.jpg;Uruguay;14
Training_10334355.jpg;Canadá;15
Training_15933141.jpg;España;15
Training_20940258.jpg;Chile;15
Training_22039397.jpg;Honduras;15
Training_2583654.jpg;España;15
Training_36365391.jpg;China;15
Training_55918369.jpg;Chile;15
Training_72167097.jpg;España;15
Training_84701834.jpg;República Dominicana;15
Training_81772924.jpg;Filipinas;15
Training_85767348.jpg;Jamaica;15
Training_10283876.jpg;España;15
Training_15315783.jpg;Trinidad y Tobago;15
Training_40388327.jpg;China;15
Training_57546448.jpg;Uruguay;15
Training_61468663.jpg;Guinea-Bissau;15
Training_71879183.jpg;Estados Unidos;15
Training_93275470.jpg;Filipinas;15
Training_283630.jpg;Uruguay;15
Training_39742138.jpg;Nicaragua;15
Training_48562024.jpg;Brasil;15
Training_7419796.jpg;Honduras;15
Training_53194972.jpg;Ecuador;15
Training_36361853.jpg;Honduras;15
Training_59660485.jpg;Trinidad y Tobago;15
Training_61464902.jpg;España;15
Training_66092447.jpg;Cuba;15
Training_83065822.jpg;España;15
Training_86063910.jpg;Guatemala;15
Training_31691405.jpg;España;15
Training_90880533.jpg;Perú;15
Training_96287206.jpg;Estados Unidos;15
PrivateTest_46407735.jpg;Chile;15
PrivateTest_66928656.jpg;Costa Rica;15
PrivateTest_8109968.jpg;Canadá;15
PrivateTest_25207883.jpg;Puerto Rico;15
Training_10345473.jpg;México;16
Training_15784307.jpg;El Salvador;16
Training_19321092.jpg;España;16
Training_44888941.jpg;Puerto Rico;16
Training_65623913.jpg;Uruguay;16
Training_72166551.jpg;Paraguay;16
Training_72703242.jpg;El Salvador;16
Training_78177565.jpg;España;16
Training_88027194.jpg;Paraguay;16
Training_37238169.jpg;India;16
Training_41052937.jpg;China;16
Training_48942887.jpg;España;16
Training_58418738.jpg;Italia;16
Training_69993467.jpg;Ecuador;16
Training_72346301.jpg;República Dominicana;16
Training_82067589.jpg;Costa Rica;16
Training_93281483.jpg;España;16
Training_10265501.jpg;Brasil;16
Training_36648707.jpg;Estados Unidos;16
Training_4351422.jpg;Filipinas;16
Training_354740.jpg;Filipinas;16
Training_55606268.jpg;Ecuador;16
Training_61029987.jpg;Estados Unidos;16
Training_6315722.jpg;Puerto Rico;16
Training_32577997.jpg;Perú;16
Training_33784089.jpg;Francia;16
Training_40639165.jpg;Francia;16
Training_86534033.jpg;Estados Unidos;16
Training_15995499.jpg;Paraguay;16
Training_54112067.jpg;España;16
Training_67736313.jpg;República Dominicana;16
Training_10422050.jpg;Puerto Rico;17
Training_14820944.jpg;Panamá;17
Training_17385604.jpg;Brasil;17
Training_3576531.jpg;Honduras;17
Training_45996119.jpg;España;17
Training_57727106.jpg;España;17
Training_6310681.jpg;Chile;17
Training_64620568.jpg;Italia;17
Training_70836368.jpg;Costa Rica;17
Training_78745676.jpg;Estados Unidos;17
Training_99747835.jpg;España;17
Training_57692374.jpg;Argentina;17
Training_11596256.jpg;Panamá;17
Training_18433360.jpg;España;17
Training_21311958.jpg;Brasil;17
Training_34642216.jpg;España;17
Training_67095352.jpg;Trinidad y Tobago;17
Training_81276282.jpg;Argentina;17
Training_87723970.jpg;España;17
Training_96800165.jpg;España;17
Training_37560930.jpg;España;17
Training_4404092.jpg;Paraguay;17
Training_48486518.jpg;Guinea Ecuatorial;17
Training_50277056.jpg;México;17
Training_56950814.jpg;España;17
Training_77839888.jpg;República Dominicana;17
Training_81524078.jpg;España;17
Training_32618152.jpg;España;17
Training_39116274.jpg;Nicaragua;17
Training_96249610.jpg;España;17
Training_13526687.jpg;España;17
Training_43319160.jpg;Panamá;17
Training_43884767.jpg;Uruguay;17
Training_96999368.jpg;India;17
Training_99340348.jpg;España;17
Training_14262740.jpg;China;17
Training_26120442.jpg;Panamá;17
Training_46785251.jpg;España;17
Training_54281620.jpg;Costa Rica;17
Training_71346717.jpg;Jamaica;17
PublicTest_56920575.jpg;Puerto Rico;17
PublicTest_34505620.jpg;Brasil;17
PrivateTest_15585729.jpg;España;17
PublicTest_46713098.jpg;España;17
Training_10485618.jpg;Cuba;18
Training_12775696.jpg;Italia;18
Training_30728091.jpg;España;18
Training_35439197.jpg;Haití;18
Training_35519736.jpg;Puerto Rico;18
Training_41609253.jpg;Uruguay;18
Training_45060957.jpg;Alemania;18
Training_78071520.jpg;España;18
Training_10710108.jpg;Argentina;18
Training_48357331.jpg;Venezuela;18
Training_68913193.jpg;Argentina;18
Training_11210580.jpg;Bolivia;18
Training_13235036.jpg;Ecuador;18
Training_39477813.jpg;Panamá;18
Training_41427168.jpg;Cuba;18
Training_45371810.jpg;España;18
Training_96154938.jpg;España;18
Training_96929649.jpg;Puerto Rico;18
Training_63313268.jpg;España;18
Training_31562579.jpg;Trinidad y Tobago;18
Training_59719745.jpg;Uruguay;18
Training_6181683.jpg;Costa Rica;18
Training_67480840.jpg;México;18
Training_71262814.jpg;Filipinas;18
Training_79264910.jpg;Filipinas;18
PrivateTest_35977388.jpg;España;18
PrivateTest_19332901.jpg;Nicaragua;18
PrivateTest_11574818.jpg;Ecuador;18
PublicTest_89937847.jpg;España;18
Training_10503476.jpg;España;19
Training_12604769.jpg;España;19
Training_31704608.jpg;Italia;19
Training_68805301.jpg;Paraguay;19
Training_79019465.jpg;España;19
Training_15850222.jpg;Venezuela;19
Training_16659422.jpg;Chile;19
Training_20464018.jpg;España;19
Training_12050002.jpg;Canadá;19
Training_2351498.jpg;China;19
Training_35305835.jpg;Perú;19
Training_43457332.jpg;España;19
Training_45302057.jpg;México;19
Training_50296064.jpg;Trinidad y Tobago;19
Training_47293713.jpg;Venezuela;19
Training_86611228.jpg;España;19
Training_225011.jpg;Puerto Rico;19
Training_45654313.jpg;México;19
Training_75981229.jpg;España;19
PrivateTest_21287480.jpg;Trinidad y Tobago;19
PublicTest_94139578.jpg;Bolivia;19
PublicTest_6008295.jpg;Chile;19
Training_10524198.jpg;España;20
Training_13677471.jpg;España;20
Training_21096846.jpg;Canadá;20
Training_47577942.jpg;Trinidad y Tobago;20
Training_58757567.jpg;España;20
Training_99574658.jpg;Haití;20
Training_10614740.jpg;España;20
Training_10842121.jpg;Bolivia;20
Training_2020165.jpg;Paraguay;20
Training_34080439.jpg;España;20
Training_45282172.jpg;España;20
Training_55285709.jpg;Estados Unidos;20
Training_98112532.jpg;Filipinas;20
Training_14774224.jpg;España;20
Training_23014310.jpg;Guinea-Bissau;20
Training_34295458.jpg;Colombia;20
Training_39382545.jpg;España;20
Training_54821889.jpg;Guatemala;20
Training_55977225.jpg;España;20
Training_66812819.jpg;Italia;20
Training_67760130.jpg;República Dominicana;20
Training_82789419.jpg;México;20
Training_8963646.jpg;Paraguay;20
Training_11934836.jpg;España;20
Training_27856367.jpg;España;20
Training_21230932.jpg;Panamá;20
Training_32259950.jpg;España;20
Training_32880257.jpg;Filipinas;20
Training_33808249.jpg;España;20
Training_44495606.jpg;Brasil;20
PublicTest_66951145.jpg;España;20
PublicTest_47502306.jpg;Francia;20
PublicTest_95575433.jpg;España;20
Training_10539399.jpg;Cuba;21
Training_25510140.jpg;República Dominicana;21
Training_26681413.jpg;Ecuador;21
Training_35487738.jpg;México;21
Training_36143827.jpg;España;21
Training_48000797.jpg;Guinea-Bissau;21
Training_55629622.jpg;Trinidad y Tobago;21
Training_56467777.jpg;República Dominicana;21
Training_73056256.jpg;Estados Unidos;21
Training_73139864.jpg;Chile;21
Training_77408591.jpg;Canadá;21
Training_40468284.jpg;España;21
Training_45929399.jpg;Haití;21
Training_14337129.jpg;Guatemala;21
Training_26270933.jpg;India;21
Training_28796412.jpg;El Salvador;21
Training_40594058.jpg;España;21
Training_42862805.jpg;España;21
Training_64065407.jpg;Ecuador;21
Training_6747465.jpg;República Dominicana;21
Training_65539458.jpg;México;21
Training_65771354.jpg;Venezuela;21
Training_79020100.jpg;Alemania;21
Training_11272656.jpg;India;21
Training_45586531.jpg;Costa Rica;21
Training_76966425.jpg;España;21
PrivateTest_64248207.jpg;Nicaragua;21
PrivateTest_77696171.jpg;Guinea-Bissau;21
Training_10592361.jpg;República Dominicana;22
Training_16439151.jpg;Paraguay;22
Training_18833065.jpg;Colombia;22
Training_22892509.jpg;Guatemala;22
Training_33687835.jpg;Paraguay;22
Training_36101026.jpg;Trinidad y Tobago;22
Training_39444833.jpg;Alemania;22
Training_39887010.jpg;España;22
Training_66840183.jpg;Guinea-Bissau;22
Training_70728333.jpg;Nicaragua;22
Training_75289126.jpg;India;22
Training_1650452.jpg;España;22
Training_22825944.jpg;Italia;22
Training_42465540.jpg;Argentina;22
Training_59370095.jpg;Jamaica;22
Training_68898978.jpg;Canadá;22
Training_79872115.jpg;España;22
Training_89906385.jpg;Puerto Rico;22
Training_90700692.jpg;Italia;22
Training_97276171.jpg;Honduras;22
Training_17690151.jpg;Brasil;22
Training_34183408.jpg;Ecuador;22
Training_48410081.jpg;España;22
Training_64628603.jpg;Jamaica;22
Training_66741161.jpg;Ecuador;22
Training_20997038.jpg;Brasil;22
Training_6136192.jpg;Alemania;22
Training_7509514.jpg;España;22
Training_38798363.jpg;España;22
Training_58965405.jpg;El Salvador;22
Training_72581485.jpg;Puerto Rico;22
Training_81184858.jpg;Filipinas;22
Training_64354339.jpg;Chile;22
PrivateTest_74965837.jpg;Honduras;22
PrivateTest_14522662.jpg;Puerto Rico;22
PrivateTest_69289271.jpg;República Dominicana;22
PublicTest_47030522.jpg;Cuba;22
PublicTest_28247750.jpg;China;22
Training_10595751.jpg;El Salvador;23
Training_1951293.jpg;Uruguay;23
Training_20186507.jpg;El Salvador;23
Training_22757878.jpg;Chile;23
Training_33310801.jpg;España;23
Training_51993203.jpg;Paraguay;23
Training_62298053.jpg;Honduras;23
Training_69134390.jpg;Brasil;23
Training_80694454.jpg;Ecuador;23
Training_91403171.jpg;Honduras;23
Training_11732399.jpg;Jamaica;23
Training_17174181.jpg;Nicaragua;23
Training_62109339.jpg;Alemania;23
Training_37538388.jpg;México;23
Training_4307293.jpg;República Dominicana;23
Training_4868254.jpg;Panamá;23
Training_60792530.jpg;Costa Rica;23
Training_8532311.jpg;España;23
Training_93456728.jpg;El Salvador;23
Training_15270019.jpg;Chile;23
Training_43546203.jpg;Guatemala;23
Training_7896381.jpg;Ecuador;23
Training_93929505.jpg;Argentina;23
Training_28817271.jpg;Brasil;23
Training_36240288.jpg;Guinea-Bissau;23
Training_43337685.jpg;Francia;23
Training_60241671.jpg;República Dominicana;23
Training_71645335.jpg;Cuba;23
PublicTest_12751829.jpg;España;23
PrivateTest_95357685.jpg;España;23
PrivateTest_95682510.jpg;Trinidad y Tobago;23
PublicTest_52432135.jpg;Italia;23
Training_10608067.jpg;Alemania;24
Training_1193977.jpg;Honduras;24
Training_17428065.jpg;Panamá;24
Training_18926048.jpg;Cuba;24
Training_26257159.jpg;Canadá;24
Training_33728070.jpg;Perú;24
Training_54639179.jpg;Ecuador;24
Training_5892438.jpg;Haití;24
Training_72323038.jpg;Francia;24
Training_99305179.jpg;Nicaragua;24
Training_43870418.jpg;España;24
Training_67023235.jpg;Canadá;24
Training_17790982.jpg;Francia;24
Training_20846878.jpg;Jamaica;24
Training_56017961.jpg;España;24
Training_67156583.jpg;Francia;24
Training_33491896.jpg;España;24
Training_72310140.jpg;Guatemala;24
Training_78137671.jpg;Guatemala;24
Training_13489692.jpg;Trinidad y Tobago;24
Training_32657594.jpg;El Salvador;24
Training_71176500.jpg;Paraguay;24
Training_9118061.jpg;España;24
Training_29922660.jpg;Haití;24
Training_39105365.jpg;España;24
Training_53104732.jpg;Uruguay;24
Training_85631658.jpg;España;24
Training_89700388.jpg;México;24
Training_20040269.jpg;Brasil;24
Training_28083360.jpg;Guatemala;24
Training_3323309.jpg;Bolivia;24
Training_50899295.jpg;Guinea-Bissau;24
Training_65276098.jpg;Guinea Ecuatorial;24
Training_84422572.jpg;Argentina;24
PublicTest_93669392.jpg;China;24
PublicTest_84591473.jpg;Uruguay;24
PrivateTest_32223187.jpg;España;24
Training_10740356.jpg;España;25
Training_16591786.jpg;Estados Unidos;25
Training_22255187.jpg;India;25
Training_35195553.jpg;Guinea Ecuatorial;25
Training_51057506.jpg;Francia;25
Training_53123534.jpg;Guatemala;25
Training_59667109.jpg;España;25
Training_64702531.jpg;Alemania;25
Training_66361535.jpg;Uruguay;25
Training_73381335.jpg;Guatemala;25
Training_91970839.jpg;España;25
Training_12246633.jpg;Paraguay;25
Training_3270983.jpg;Estados Unidos;25
Training_34439387.jpg;Guinea-Bissau;25
Training_57271504.jpg;Uruguay;25
Training_75531854.jpg;Paraguay;25
Training_1161132.jpg;Paraguay;25
Training_35243170.jpg;España;25
